ts,sb_data_pressure,sb_data_temp,sb_data_gyro_x,sb_data_gyro_y,sb_data_gyro_z,sb_data_acc_x,sb_data_acc_y,sb_data_acc_z,battery_battery,battery_current,battery_consumption,alignment2,gps_hour,gps_minute,gps_second,gps_lat_decimal,gps_lon_decimal,gps_HDOP,gps_altitude,gps_satellite,gps_lat_deg,gps_lon_deg,gps_fix,altitude,velocity,airbrake_extension [%],flight_phase,alignment3
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376121,100100,2971,18,8,-6,-34,-15,-1014,11887,190,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,346,160,0,1
376221,100077,2971,20,6,-4,-25,-23,-1015,11887,186,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,352,167,0,1
376321,100103,2973,18,9,-6,-29,-36,-1017,11887,186,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,327,154,0,1
376421,100081,2973,19,7,-7,-35,-20,-1011,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,334,161,0,1
376521,100081,2973,20,7,-8,-19,-14,-1014,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,320,156,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
376581,100100,2971,18,9,-7,-31,-26,-1015,11888,189,94,4278124286,0,0,0,0,0,0,0,0,0,0,0,307,149,0,1
