Timestamp;Log Entry Type;Data
601;1;1,3,0,0,0,0,0,0,0,0,0,0
601;1;2,3,0,0,0,0,0,0,0,0,0,0
602;1;3,3,0,0,0,0,0,0,0,0,0,0
603;1;1,3,0,0,0,0,0,0,0,0,0,0
603;1;2,3,0,0,0,0,0,0,0,0,0,0
603;1;3,3,0,0,0,0,0,0,0,0,0,0
811;1;1,1,0,0,0
811;1;1,2,0,0,0,0,0,0,0
811;1;2,1,0,0,0
811;1;2,2,0,0,0,0,0,0,0
811;1;3,1,0,0,0
811;1;3,2,0,0,0,0,0,0,0
821;1;1,1,95729,2927,353653
821;1;1,2,-34,15,-1055,7,-11,-17,353644
821;1;2,1,95713,2678,352453
821;1;2,2,3,-27,-1018,2,-16,-8,352444
821;1;3,1,95673,2762,354883
821;1;3,2,-9,22,-1057,-5,4,-5,354874
831;1;1,1,95707,2926,353663
831;1;1,2,-33,15,-1055,8,-11,-17,353654
831;1;2,1,95693,2678,352463
831;1;2,2,4,-27,-1018,2,-16,-9,352454
831;1;3,1,95691,2760,354893
831;1;3,2,-9,23,-1057,-6,4,-4,354884
841;1;1,1,95711,2927,353673
841;1;1,2,-33,16,-1057,8,-12,-17,353664
841;1;2,1,95690,2676,352473
841;1;2,2,5,-26,-1018,2,-16,-8,352464
841;1;3,1,95673,2762,354903
841;1;3,2,-10,21,-1056,-6,4,-4,354894
851;1;1,1,95707,2926,353683
851;1;1,2,-32,15,-1056,8,-11,-17,353674
851;1;2,1,95690,2676,352483
851;1;2,2,5,-28,-1019,3,-15,-9,352474
851;1;3,1,95673,2762,354913
851;1;3,2,-10,21,-1056,-6,4,-4,354904
861;1;1,1,95726,2926,353693
861;1;1,2,-32,17,-1056,7,-11,-17,353684
861;1;2,1,95693,2678,352493
861;1;2,2,4,-27,-1020,3,-15,-9,352484
861;1;3,1,95651,2762,354923
861;1;3,2,-10,21,-1057,-6,4,-5,354914
871;1;1,1,95726,2926,353703
871;1;1,2,-32,17,-1057,6,-11,-16,353694
871;1;2,1,95713,2678,352503
871;1;2,2,4,-27,-1019,3,-15,-8,352494
871;1;3,1,95673,2762,354933
