Timestamp;Log Entry Type;Data
501;3;0,0,0
501;4;0,0,0
511;1;1,1,0,0,0
511;1;1,2,0,0,0,0,0,0,0
504;2;1
504;1;1,3,0,0,0,0,0,0,0,0,0,0
511;1;2,1,0,0,0
511;1;2,2,0,0,0,0,0,0,0
511;1;3,1,0,0,0
511;1;3,2,0,0,0,0,0,0,0
504;1;2,3,0,0,0,0,0,0,0,0,0,0
508;1;3,3,0,0,0,0,0,0,0,0,0,0
508;1;1,3,0,0,0,0,0,0,0,0,0,0
512;1;2,3,0,0,0,0,0,0,0,0,0,0
512;1;3,3,0,0,0,0,0,0,0,0,0,0
513;3;0,0,0
513;4;0,0,0
521;1;1,1,95489,2972,18083
521;1;1,2,-47,11,-1051,9,-10,-17,18074
521;1;2,1,95466,2947,18013
521;1;2,2,2,-25,-1019,1,-15,-9,18004
521;1;3,1,0,0,0
521;1;3,2,0,0,0,0,0,0,0
523;3;0,0,54
523;4;0,0,0
531;1;1,1,95486,2970,18093
531;1;1,2,-46,10,-1051,8,-9,-17,18084
531;1;2,1,95447,2947,18023
531;1;2,2,3,-25,-1020,1,-15,-9,18014
531;1;3,1,0,0,0
531;1;3,2,0,0,0,0,0,0,0
531;3;0,1,60
541;1;1,1,95486,2970,18103
541;1;1,2,-44,10,-1052,8,-9,-16,18094
541;1;2,1,95466,2947,18033
541;1;2,2,2,-24,-1019,1,-15,-10,18024
541;1;3,1,0,0,0
534;4;0,0,0
541;1;3,2,0,0,0,0,0,0,0
541;3;0,1,57
551;1;1,1,95471,2972,18113
551;1;1,2,-44,11,-1053,9,-9,-17,18104
551;1;2,1,95466,2947,18043
551;1;2,2,1,-22,-1019,0,-15,-10,18034
551;1;3,1,0,0,0
545;4;0,0,0
551;1;3,2,0,0,0,0,0,0,0
552;3;0,2,60
552;4;0,0,0
561;1;1,1,95489,2972,18123
561;1;1,2,-45,10,-1055,9,-9,-17,18114
561;1;2,1,95486,2947,18053
561;1;2,2,2,-24,-1020,0,-15,-10,18044
561;1;3,1,0,0,0
561;1;3,2,0,0,0,0,0,0,0
561;3;0,3,73
562;4;0,0,0
571;1;1,1,95504,2970,18133
571;1;1,2,-45,9,-1054,10,-9,-17,18124
571;1;2,1,95466,2947,18063
571;1;2,2,3,-23,-1021,0,-14,-10,18054
571;1;3,1,0,0,0
571;1;3,2,0,0,0,0,0,0,0
571;4;0,0,0
581;1;1,1,95489,2972,18143
581;1;1,2,-46,9,-1054,10,-8,-18,18134
581;1;2,1,95447,2947,18073
581;1;2,2,3,-23,-1020,0,-13,-11,18064
581;1;3,1,0,0,0
574;3;0,4,76
581;1;3,2,0,0,0,0,0,0,0
581;4;0,0,0
582;3;0,6,70
591;1;1,1,95489,2972,18153
591;1;1,2,-45,9,-1054,12,-8,-19,18144
591;1;2,1,95466,2947,18083
591;1;2,2,3,-22,-1020,-1,-13,-11,18074
591;1;3,1,0,0,0
591;1;3,2,0,0,0,0,0,0,0
592;4;0,0,0
601;1;1,1,95489,2972,18163
601;1;1,2,-44,7,-1055,12,-8,-18,18154
601;1;2,1,95466,2947,18093
601;1;2,2,3,-22,-1019,-2,-13,-11,18084
595;3;0,7,70
601;1;3,1,0,0,0
601;1;3,2,0,0,0,0,0,0,0
602;4;0,0,0
611;1;1,1,95489,2972,18173
611;1;1,2,-44,7,-1053,13,-8,-15,18164
611;1;2,1,95466,2947,18103
611;1;2,2,3,-22,-1019,-2,-12,-8,18094
611;1;3,1,0,0,0
606;3;1,8,67
611;1;3,2,0,0,0,0,0,0,0
609;2;1
612;4;0,0,0
612;3;1,10,60
621;1;1,1,95489,2972,18183
621;1;1,2,-46,9,-1052,12,-8,-16,18174
621;1;2,1,95466,2947,18113
621;1;2,2,3,-23,-1021,-2,-12,-9,18104
621;1;3,1,0,0,0
621;1;3,2,0,0,0,0,0,0,0
621;4;0,0,0
621;3;1,12,70
631;1;1,1,95489,2972,18193
631;1;1,2,-46,7,-1051,13,-8,-19,18184
631;1;2,1,95466,2947,18123
631;1;2,2,3,-22,-1020,-3,-11,-10,18114
631;1;3,1,0,0,0
631;1;3,2,0,0,0,0,0,0,0
631;4;0,0,0
641;1;1,1,95489,2972,18203
641;1;1,2,-45,9,-1053,16,-7,-17,18194
641;1;2,1,95466,2947,18133
641;1;2,2,2,-22,-1020,-5,-10,-9,18124
641;1;3,1,0,0,0
631;3;1,14,60
641;1;3,2,0,0,0,0,0,0,0
641;4;0,0,0
651;1;1,1,95471,2972,18213
651;1;1,2,-45,9,-1053,17,-6,-18,18204
651;1;2,1,95466,2947,18143
651;1;2,2,2,-23,-1019,-6,-9,-10,18134
651;1;3,1,0,0,0
641;3;2,17,67
651;1;3,2,0,0,0,0,0,0,0
651;4;0,0,0
661;1;1,1,95486,2970,18223
661;1;1,2,-44,8,-1053,17,-6,-18,18214
661;1;2,1,95466,2947,18153
661;1;2,2,3,-24,-1021,-6,-9,-9,18144
661;1;3,1,0,0,0
654;3;2,19,60
661;1;3,2,0,0,0,0,0,0,0
661;4;0,0,0
671;1;1,1,95504,2970,18233
671;1;1,2,-45,8,-1054,17,-6,-18,18224
671;1;2,1,95466,2947,18163
