Timestamp;Log Entry Type;Data
1952;1;3,2,40337,25960,641253,16593,62997,19438,69614
1962;1;3,1,-3232,28820,69703
1962;1;3,2,40337,25960,641253,16593,62997,19438,69614
1972;1;3,1,-3232,28820,69703
1972;1;3,2,40337,25960,641253,16593,62997,19438,69614
1982;1;3,1,-3232,28820,69703
1982;1;3,2,40340,25976,641326,355,63151,19174,69654
1992;1;3,1,-3232,28820,69703
1992;1;3,2,40340,25976,641326,355,63151,19174,69654
2002;1;3,1,-3232,28820,69703
2002;1;3,2,40340,25976,641326,355,63151,19174,69654
3001;4;Controlling something...
2012;1;3,1,-3232,28820,69703
2012;1;3,2,40340,25976,641326,355,63151,19174,69654
3001;3;20202020
2022;1;3,1,-3232,28820,69703
2022;1;3,2,40345,25964,641361,226,62897,19248,69694
2032;1;3,1,-3232,28820,69703
2032;1;3,2,40345,25964,641361,226,62897,19248,69694
2042;1;3,1,-3232,28820,69803
2042;1;3,2,40345,25964,641361,226,62897,19248,69694
2052;1;3,1,-3232,28820,69803
2052;1;3,2,40345,25964,641361,226,62897,19248,69694
2062;1;3,1,-3232,28820,69803
2062;1;3,2,40335,25953,641289,351,62787,19439,69734
2072;1;3,1,-3232,28820,69803
2072;1;3,2,40335,25953,641289,351,62787,19439,69734
2082;1;3,1,-3232,28820,69803
2082;1;3,2,40335,25953,641289,351,62787,19439,69734
2092;1;3,1,-3232,28820,69803
2092;1;3,2,40335,25953,641289,351,62787,19439,69734
2102;1;3,1,-3232,28820,69803
2102;1;3,2,40337,25965,641192,255,62918,19625,69774
2112;1;3,1,-3232,28820,69803
2112;1;3,2,40337,25965,641192,255,62918,19625,69774
2122;1;3,1,-3232,28820,69803
2122;1;3,2,40337,25965,641192,255,62918,19625,69774
2132;1;3,1,-3232,28820,69803
2132;1;3,2,40337,25965,641192,255,62918,19625,69774
2142;1;3,1,-3232,28820,69903
2142;1;3,2,40350,25990,641195,16532,62997,19304,69814
2152;1;3,1,-3232,28820,69903
2152;1;3,2,40350,25990,641195,16532,62997,19304,69814
2162;1;3,1,-3232,28820,69903
2162;1;3,2,40350,25990,641195,16532,62997,19304,69814
2172;1;3,1,-3232,28820,69903
