96,123,6,0,93,134,1,0,170,11,0,0,18,0,8,0,249,255,223,255,238,255,14,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,181,0,0,0,0,0,0,0,1,220,220,220,220
116,123,6,0,97,134,1,0,172,11,0,0,18,0,8,0,249,255,225,255,236,255,16,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,0,180,0,0,0,0,0,0,0,1,220,220,220,220
136,123,6,0,97,134,1,0,172,11,0,0,19,0,7,0,250,255,224,255,238,255,14,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,0,0,174,0,0,0,0,0,0,0,1,220,220,220,220
156,123,6,0,97,134,1,0,172,11,0,0,18,0,8,0,250,255,223,255,237,255,12,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,172,0,0,0,0,0,0,0,1,220,220,220,220
176,123,6,0,74,134,1,0,172,11,0,0,18,0,9,0,249,255,223,255,236,255,11,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,165,0,0,0,0,0,0,0,1,220,220,220,220
196,123,6,0,74,134,1,0,172,11,0,0,19,0,9,0,248,255,223,255,236,255,13,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,165,0,0,0,0,0,0,0,1,220,220,220,220
216,123,6,0,74,134,1,0,172,11,0,0,18,0,8,0,249,255,223,255,238,255,13,252,18,44,189,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,158,0,0,0,0,0,0,0,1,220,220,220,220
236,123,6,0,71,134,1,0,170,11,0,0,17,0,8,0,249,255,224,255,237,255,13,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,161,0,0,0,0,0,0,0,1,220,220,220,220
0,124,6,0,97,134,1,0,172,11,0,0,18,0,9,0,249,255,226,255,237,255,10,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,161,0,0,0,0,0,0,0,1,220,220,220,220
20,124,6,0,97,134,1,0,172,11,0,0,18,0,8,0,249,255,226,255,236,255,11,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,161,0,0,0,0,0,0,0,1,220,220,220,220
40,124,6,0,52,134,1,0,172,11,0,0,18,0,7,0,249,255,226,255,237,255,11,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,156,0,0,0,0,0,0,0,1,220,220,220,220
60,124,6,0,97,134,1,0,172,11,0,0,19,0,8,0,249,255,226,255,238,255,10,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,171,0,0,0,0,0,0,0,1,220,220,220,220
80,124,6,0,97,134,1,0,172,11,0,0,19,0,7,0,249,255,224,255,239,255,11,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,169,0,0,0,0,0,0,0,1,220,220,220,220
100,124,6,0,74,134,1,0,172,11,0,0,19,0,7,0,249,255,222,255,238,255,12,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,157,0,0,0,0,0,0,0,1,220,220,220,220
120,124,6,0,71,134,1,0,170,11,0,0,18,0,7,0,249,255,222,255,236,255,15,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,157,0,0,0,0,0,0,0,1,220,220,220,220
140,124,6,0,97,134,1,0,172,11,0,0,18,0,8,0,250,255,226,255,234,255,16,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,168,0,0,0,0,0,0,0,1,220,220,220,220
160,124,6,0,97,134,1,0,172,11,0,0,18,0,7,0,250,255,228,255,235,255,11,252,18,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,162,0,0,0,0,0,0,0,1,220,220,220,220
180,124,6,0,74,134,1,0,172,11,0,0,18,0,7,0,251,255,225,255,237,255,10,252,17,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,157,0,0,0,0,0,0,0,1,220,220,220,220
200,124,6,0,71,134,1,0,170,11,0,0,19,0,6,0,250,255,221,255,240,255,13,252,17,44,187,0,105,0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,172,0,0,0,0,0,0,0,1,220,220,220,220
