sb_data_pressure,sb_data_temp,sb_data_gyro_x,sb_data_gyro_y,sb_data_gyro_z,sb_data_acc_x,sb_data_acc_y,sb_data_acc_z,battery_battery,battery_current,battery_consumption,gps_hour,gps_minute,gps_second,gps_satellite,gps_lat_deg,gps_lat_decimal,gps_lon_deg,gps_lon_decimal,gps_fix,gps_HDOP,gps_altitude,altitude,velocity,airbrake_extension [%],flight_phase,ts,cs
74173,3062,23,20,710,16,-9,-55,11868,255,239,12,23,7,12,46,9020666,8,714350,1,89,279,1170292,-76329,0,5,2554634,51

74151,3060,24,23,712,25,-13,-52,11868,255,239,12,23,7,12,46,9020666,8,714350,1,89,279,1168720,-76610,0,5,2554657,106

74586,3062,41,34,767,-15,-3,-67,11869,267,239,12,23,8,12,46,9019901,8,712250,1,96,274,1121000,-83421,0,5,2555245,67

75052,3060,-15,-47,790,0,-10,-80,11869,267,239,12,23,8,12,46,9019901,8,712250,1,96,274,1072397,-88786,0,5,2555823,71

75052,3060,-14,-43,797,8,-30,-77,11869,267,239,12,23,8,12,46,9019901,8,712250,1,96,274,1070627,-88987,0,5,2555845,233

76881,3055,5,12,997,1,62,-122,11868,254,239,12,23,10,12,46,9021000,8,710384,1,230,263,866639,-108163,0,5,2557944,4

76899,3055,0,12,994,18,29,-124,11868,254,239,12,23,10,12,46,9021000,8,710384,1,230,263,863463,-108364,0,5,2557966,52

76921,3056,-2,15,996,30,51,-123,11868,254,239,12,23,10,12,46,9021000,8,710384,1,230,263,861279,-108609,0,5,2557990,102

76974,3055,-9,17,1003,39,43,-124,11868,254,239,12,23,11,12,46,9021734,8,709583,1,229,257,857875,-109187,0,5,2558020,248

76974,3055,-13,25,1012,38,32,-125,11868,254,239,12,23,11,12,46,9021734,8,709583,1,229,257,854621,-109473,0,5,2558045,193

77012,3055,-15,26,1018,37,46,-125,11868,254,239,12,23,11,12,46,9021734,8,709583,1,229,257,852471,-109621,0,5,2558071,115

77031,3055,-18,31,1028,33,31,-127,11868,254,239,12,23,11,12,46,9021734,8,709583,1,229,257,850223,-109933,0,5,2558091,94

77068,3055,-22,35,1035,9,-3,-127,11868,254,239,12,23,11,12,46,9021734,8,709583,1,229,257,846930,-110247,0,5,2558117,119

78765,3050,-52,13,1163,-10,-81,-164,11869,260,240,12,23,12,12,46,9022566,8,708983,1,267,251,658636,-123873,0,5,2559748,110

78800,3048,-36,12,1160,-11,-48,-167,11869,260,240,12,23,12,12,46,9022566,8,708983,1,267,251,656287,-123875,0,5,2559774,66

