Log Entry,Timestamp,Time_s,Log Entry Type,World Position (z),Rocket Velocity (z),Rocket Acceleration (z)
7714,9890,9.89,ESTIMATOR_VAR,0.105,0.167,0.124
7724,9900,9.9,ESTIMATOR_VAR,0.106,0.167,0.127
7734,9910,9.91,ESTIMATOR_VAR,0.106,0.168,0.122
7744,9920,9.92,ESTIMATOR_VAR,0.101,0.165,0.124
7755,9930,9.93,ESTIMATOR_VAR,0.095,0.161,0.122
7765,9940,9.94,ESTIMATOR_VAR,0.103,0.166,0.124
7775,9950,9.95,ESTIMATOR_VAR,0.104,0.167,0.121
7785,9960,9.96,ESTIMATOR_VAR,0.104,0.167,0.126
7796,9970,9.97,ESTIMATOR_VAR,0.104,0.167,0.129
7806,9980,9.98,ESTIMATOR_VAR,0.107,0.169,0.122
7817,9990,9.99,ESTIMATOR_VAR,0.111,0.172,0.119
7831,10000,10.0,ESTIMATOR_VAR,0.118,0.177,0.121
7843,10010,10.01,ESTIMATOR_VAR,0.127,0.183,0.126
7854,10020,10.02,ESTIMATOR_VAR,0.128,0.183,0.126
7865,10030,10.03,ESTIMATOR_VAR,0.113,0.174,0.13
7876,10040,10.04,ESTIMATOR_VAR,0.124,0.181,0.127
7888,10050,10.05,ESTIMATOR_VAR,0.133,0.187,0.132
7899,10060,10.06,ESTIMATOR_VAR,0.141,0.193,0.135
7910,10070,10.07,ESTIMATOR_VAR,0.148,0.197,0.132
7921,10080,10.08,ESTIMATOR_VAR,0.156,0.202,0.134
7933,10090,10.09,ESTIMATOR_VAR,0.163,0.207,0.137
7944,10100,10.1,ESTIMATOR_VAR,0.171,0.213,0.129
7955,10110,10.11,ESTIMATOR_VAR,0.179,0.218,0.124
7966,10120,10.12,ESTIMATOR_VAR,0.173,0.213,0.121
7978,10130,10.13,ESTIMATOR_VAR,0.173,0.213,0.124
7989,10140,10.14,ESTIMATOR_VAR,0.158,0.203,0.124
8000,10150,10.15,ESTIMATOR_VAR,0.151,0.198,0.124
8011,10160,10.16,ESTIMATOR_VAR,0.152,0.199,0.127
8023,10170,10.17,ESTIMATOR_VAR,0.152,0.199,0.127
8034,10180,10.18,ESTIMATOR_VAR,0.159,0.204,0.127
8045,10190,10.19,ESTIMATOR_VAR,0.174,0.214,0.129
8056,10200,10.2,ESTIMATOR_VAR,0.167,0.208,0.129
8069,10210,10.21,ESTIMATOR_VAR,0.152,0.199,0.13
8080,10220,10.22,ESTIMATOR_VAR,0.153,0.199,0.134
8091,10230,10.23,ESTIMATOR_VAR,0.145,0.194,0.132
8102,10240,10.24,ESTIMATOR_VAR,0.138,0.189,0.126
8114,10250,10.25,ESTIMATOR_VAR,0.14,0.19,0.121
8125,10260,10.26,ESTIMATOR_VAR,0.124,0.18,0.121
8136,10270,10.27,ESTIMATOR_VAR,0.133,0.186,0.122
8147,10280,10.28,ESTIMATOR_VAR,0.141,0.191,0.121
8159,10290,10.29,ESTIMATOR_VAR,0.148,0.196,0.127
8170,10300,10.3,ESTIMATOR_VAR,0.147,0.195,0.119
8181,10310,10.31,ESTIMATOR_VAR,0.156,0.2,0.121
8192,10320,10.32,ESTIMATOR_VAR,0.157,0.201,0.126
8204,10330,10.33,ESTIMATOR_VAR,0.166,0.207,0.121
8215,10340,10.34,ESTIMATOR_VAR,0.167,0.208,0.122
8226,10350,10.35,ESTIMATOR_VAR,0.178,0.215,0.126
8237,10360,10.36,ESTIMATOR_VAR,0.186,0.22,0.129
8249,10370,10.37,ESTIMATOR_VAR,0.188,0.221,0.127
8260,10380,10.38,ESTIMATOR_VAR,0.196,0.227,0.127
8271,10390,10.39,ESTIMATOR_VAR,0.205,0.232,0.129
8282,10400,10.4,ESTIMATOR_VAR,0.197,0.226,0.132
8295,10410,10.41,ESTIMATOR_VAR,0.188,0.22,0.122
8306,10420,10.42,ESTIMATOR_VAR,0.195,0.224,0.121
8317,10430,10.43,ESTIMATOR_VAR,0.2,0.228,0.127
8328,10440,10.44,ESTIMATOR_VAR,0.192,0.222,0.127
8340,10450,10.45,ESTIMATOR_VAR,0.2,0.227,0.119
8351,10460,10.46,ESTIMATOR_VAR,0.192,0.222,0.116
8362,10470,10.47,ESTIMATOR_VAR,0.193,0.222,0.137
8373,10480,10.48,ESTIMATOR_VAR,0.194,0.222,0.13
8385,10490,10.49,ESTIMATOR_VAR,0.194,0.222,0.114
8399,10500,10.5,ESTIMATOR_VAR,0.194,0.222,0.118
8410,10510,10.51,ESTIMATOR_VAR,0.193,0.221,0.129
8421,10520,10.52,ESTIMATOR_VAR,0.191,0.219,0.13
8433,10530,10.53,ESTIMATOR_VAR,0.181,0.213,0.122
8444,10540,10.54,ESTIMATOR_VAR,0.188,0.217,0.13
8455,10550,10.55,ESTIMATOR_VAR,0.18,0.212,0.138
8466,10560,10.56,ESTIMATOR_VAR,0.181,0.212,0.122
8478,10570,10.57,ESTIMATOR_VAR,0.174,0.207,0.121
8489,10580,10.58,ESTIMATOR_VAR,0.173,0.206,0.13
8500,10590,10.59,ESTIMATOR_VAR,0.172,0.206,0.127
8511,10600,10.6,ESTIMATOR_VAR,0.172,0.205,0.122
8524,10610,10.61,ESTIMATOR_VAR,0.17,0.204,0.126
8535,10620,10.62,ESTIMATOR_VAR,0.156,0.194,0.129
8546,10630,10.63,ESTIMATOR_VAR,0.163,0.199,0.129
8557,10640,10.64,ESTIMATOR_VAR,0.17,0.203,0.127
8569,10650,10.65,ESTIMATOR_VAR,0.169,0.203,0.126
8580,10660,10.66,ESTIMATOR_VAR,0.175,0.207,0.124
8591,10670,10.67,ESTIMATOR_VAR,0.175,0.206,0.119
8602,10680,10.68,ESTIMATOR_VAR,0.165,0.2,0.118
8614,10690,10.69,ESTIMATOR_VAR,0.156,0.194,0.121
8625,10700,10.7,ESTIMATOR_VAR,0.155,0.193,0.122
8636,10710,10.71,ESTIMATOR_VAR,0.154,0.192,0.126
8647,10720,10.72,ESTIMATOR_VAR,0.155,0.192,0.119
8659,10730,10.73,ESTIMATOR_VAR,0.163,0.197,0.116
8670,10740,10.74,ESTIMATOR_VAR,0.155,0.192,0.114
8681,10750,10.75,ESTIMATOR_VAR,0.148,0.187,0.113
8692,10760,10.76,ESTIMATOR_VAR,0.131,0.176,0.121
8704,10770,10.77,ESTIMATOR_VAR,0.131,0.175,0.119
8715,10780,10.78,ESTIMATOR_VAR,0.131,0.176,0.118
8726,10790,10.79,ESTIMATOR_VAR,0.123,0.17,0.124
8737,10800,10.8,ESTIMATOR_VAR,0.125,0.172,0.126
8750,10810,10.81,ESTIMATOR_VAR,0.127,0.173,0.127
8761,10820,10.82,ESTIMATOR_VAR,0.144,0.184,0.124
8772,10830,10.83,ESTIMATOR_VAR,0.152,0.19,0.127
8783,10840,10.84,ESTIMATOR_VAR,0.143,0.184,0.118
8795,10850,10.85,ESTIMATOR_VAR,0.138,0.18,0.119
8806,10860,10.86,ESTIMATOR_VAR,0.138,0.181,0.121
8817,10870,10.87,ESTIMATOR_VAR,0.136,0.179,0.124
8828,10880,10.88,ESTIMATOR_VAR,0.144,0.185,0.121
8840,10890,10.89,ESTIMATOR_VAR,0.145,0.185,0.127
8851,10900,10.9,ESTIMATOR_VAR,0.154,0.191,0.124
8862,10910,10.91,ESTIMATOR_VAR,0.146,0.186,0.122
8873,10920,10.92,ESTIMATOR_VAR,0.145,0.185,0.124
8885,10930,10.93,ESTIMATOR_VAR,0.162,0.196,0.121
8896,10940,10.94,ESTIMATOR_VAR,0.169,0.201,0.124
8907,10950,10.95,ESTIMATOR_VAR,0.161,0.196,0.127
8918,10960,10.96,ESTIMATOR_VAR,0.163,0.197,0.122
8930,10970,10.97,ESTIMATOR_VAR,0.176,0.206,0.126
8941,10980,10.98,ESTIMATOR_VAR,0.178,0.207,0.136
8952,10990,10.99,ESTIMATOR_VAR,0.18,0.208,0.138
8966,11000,11.0,ESTIMATOR_VAR,0.185,0.212,0.13
8979,11010,11.01,ESTIMATOR_VAR,0.178,0.206,0.129
8990,11020,11.02,ESTIMATOR_VAR,0.178,0.207,0.135
9001,11030,11.03,ESTIMATOR_VAR,0.179,0.207,0.135
9012,11040,11.04,ESTIMATOR_VAR,0.18,0.208,0.132
9024,11050,11.05,ESTIMATOR_VAR,0.173,0.203,0.121
9035,11060,11.06,ESTIMATOR_VAR,0.179,0.207,0.114
9046,11070,11.07,ESTIMATOR_VAR,0.186,0.211,0.119
9057,11080,11.08,ESTIMATOR_VAR,0.193,0.216,0.111
9069,11090,11.09,ESTIMATOR_VAR,0.191,0.214,0.114
9080,11100,11.1,ESTIMATOR_VAR,0.192,0.214,0.134
9091,11110,11.11,ESTIMATOR_VAR,0.182,0.208,0.135
9102,11120,11.12,ESTIMATOR_VAR,0.181,0.207,0.132
9114,11130,11.13,ESTIMATOR_VAR,0.18,0.206,0.126
9125,11140,11.14,ESTIMATOR_VAR,0.18,0.206,0.118
9136,11150,11.15,ESTIMATOR_VAR,0.172,0.2,0.119
9147,11160,11.16,ESTIMATOR_VAR,0.171,0.199,0.119
9159,11170,11.17,ESTIMATOR_VAR,0.163,0.194,0.121
9170,11180,11.18,ESTIMATOR_VAR,0.172,0.2,0.119
9181,11190,11.19,ESTIMATOR_VAR,0.181,0.206,0.129
9192,11200,11.2,ESTIMATOR_VAR,0.174,0.201,0.122
9204,11210,11.21,ESTIMATOR_VAR,0.166,0.195,0.134
9215,11220,11.22,ESTIMATOR_VAR,0.173,0.2,0.127
9227,11230,11.23,ESTIMATOR_VAR,0.181,0.206,0.124
9238,11240,11.24,ESTIMATOR_VAR,0.172,0.199,0.127
9250,11250,11.25,ESTIMATOR_VAR,0.179,0.204,0.126
9261,11260,11.26,ESTIMATOR_VAR,0.179,0.204,0.127
9272,11270,11.27,ESTIMATOR_VAR,0.187,0.209,0.132
9283,11280,11.28,ESTIMATOR_VAR,0.185,0.207,0.124
9295,11290,11.29,ESTIMATOR_VAR,0.193,0.213,0.116
9306,11300,11.3,ESTIMATOR_VAR,0.194,0.213,0.118
9317,11310,11.31,ESTIMATOR_VAR,0.195,0.213,0.113
9328,11320,11.32,ESTIMATOR_VAR,0.186,0.207,0.114
9340,11330,11.33,ESTIMATOR_VAR,0.178,0.201,0.121
9351,11340,11.34,ESTIMATOR_VAR,0.178,0.201,0.122
9362,11350,11.35,ESTIMATOR_VAR,0.178,0.201,0.129
9373,11360,11.36,ESTIMATOR_VAR,0.184,0.205,0.126
9385,11370,11.37,ESTIMATOR_VAR,0.189,0.209,0.124
9396,11380,11.38,ESTIMATOR_VAR,0.196,0.213,0.122
9407,11390,11.39,ESTIMATOR_VAR,0.202,0.217,0.127
9418,11400,11.4,ESTIMATOR_VAR,0.202,0.217,0.129
9430,11410,11.41,ESTIMATOR_VAR,0.202,0.217,0.122
9441,11420,11.42,ESTIMATOR_VAR,0.209,0.221,0.126
9453,11430,11.43,ESTIMATOR_VAR,0.216,0.225,0.124
9464,11440,11.44,ESTIMATOR_VAR,0.214,0.224,0.119
9476,11450,11.45,ESTIMATOR_VAR,0.205,0.217,0.126
9487,11460,11.46,ESTIMATOR_VAR,0.203,0.216,0.117
9498,11470,11.47,ESTIMATOR_VAR,0.202,0.215,0.122
9509,11480,11.48,ESTIMATOR_VAR,0.201,0.213,0.112
9521,11490,11.49,ESTIMATOR_VAR,0.192,0.208,0.124
9535,11500,11.5,ESTIMATOR_VAR,0.184,0.202,0.131
9546,11510,11.51,ESTIMATOR_VAR,0.184,0.202,0.135
9557,11520,11.52,ESTIMATOR_VAR,0.193,0.208,0.127
9569,11530,11.53,ESTIMATOR_VAR,0.191,0.206,0.119
9580,11540,11.54,ESTIMATOR_VAR,0.184,0.201,0.127
9591,11550,11.55,ESTIMATOR_VAR,0.184,0.201,0.122
9602,11560,11.56,ESTIMATOR_VAR,0.184,0.201,0.121
9614,11570,11.57,ESTIMATOR_VAR,0.182,0.2,0.126
9625,11580,11.58,ESTIMATOR_VAR,0.18,0.198,0.13
9636,11590,11.59,ESTIMATOR_VAR,0.188,0.203,0.114
9647,11600,11.6,ESTIMATOR_VAR,0.179,0.197,0.111
9659,11610,11.61,ESTIMATOR_VAR,0.179,0.197,0.127
9670,11620,11.62,ESTIMATOR_VAR,0.179,0.197,0.13
9682,11630,11.63,ESTIMATOR_VAR,0.177,0.196,0.124
9693,11640,11.64,ESTIMATOR_VAR,0.184,0.2,0.132
9705,11650,11.65,ESTIMATOR_VAR,0.174,0.194,0.134
9716,11660,11.66,ESTIMATOR_VAR,0.173,0.193,0.129
9727,11670,11.67,ESTIMATOR_VAR,0.163,0.186,0.142
9738,11680,11.68,ESTIMATOR_VAR,0.172,0.192,0.134
9750,11690,11.69,ESTIMATOR_VAR,0.173,0.193,0.132
9761,11700,11.7,ESTIMATOR_VAR,0.179,0.197,0.135
9772,11710,11.71,ESTIMATOR_VAR,0.176,0.195,0.134
9783,11720,11.72,ESTIMATOR_VAR,0.167,0.188,0.117
9795,11730,11.73,ESTIMATOR_VAR,0.166,0.188,0.114
9806,11740,11.74,ESTIMATOR_VAR,0.164,0.187,0.112
9817,11750,11.75,ESTIMATOR_VAR,0.163,0.186,0.107
9828,11760,11.76,ESTIMATOR_VAR,0.162,0.185,0.107
9840,11770,11.77,ESTIMATOR_VAR,0.153,0.178,0.105
9851,11780,11.78,ESTIMATOR_VAR,0.144,0.172,0.114
9862,11790,11.79,ESTIMATOR_VAR,0.151,0.177,0.122
9873,11800,11.8,ESTIMATOR_VAR,0.149,0.176,0.13
9885,11810,11.81,ESTIMATOR_VAR,0.139,0.169,0.122
9896,11820,11.82,ESTIMATOR_VAR,0.139,0.169,0.13
9908,11830,11.83,ESTIMATOR_VAR,0.144,0.173,0.137
9919,11840,11.84,ESTIMATOR_VAR,0.151,0.178,0.129
9931,11850,11.85,ESTIMATOR_VAR,0.151,0.178,0.124
9942,11860,11.86,ESTIMATOR_VAR,0.158,0.183,0.129
9953,11870,11.87,ESTIMATOR_VAR,0.157,0.182,0.122
9964,11880,11.88,ESTIMATOR_VAR,0.154,0.18,0.129
9976,11890,11.89,ESTIMATOR_VAR,0.161,0.185,0.132
9987,11900,11.9,ESTIMATOR_VAR,0.152,0.178,0.106
9998,11910,11.91,ESTIMATOR_VAR,0.15,0.177,0.127
10009,11920,11.92,ESTIMATOR_VAR,0.149,0.177,0.15
10021,11930,11.93,ESTIMATOR_VAR,0.165,0.188,0.138
10032,11940,11.94,ESTIMATOR_VAR,0.179,0.197,0.113
10043,11950,11.95,ESTIMATOR_VAR,0.18,0.198,0.118
10054,11960,11.96,ESTIMATOR_VAR,0.172,0.192,0.118
10066,11970,11.97,ESTIMATOR_VAR,0.178,0.196,0.116
10077,11980,11.98,ESTIMATOR_VAR,0.175,0.193,0.119
10088,11990,11.99,ESTIMATOR_VAR,0.181,0.198,0.122
10102,12000,12.0,ESTIMATOR_VAR,0.19,0.203,0.118
10114,12010,12.01,ESTIMATOR_VAR,0.196,0.208,0.111
10125,12020,12.02,ESTIMATOR_VAR,0.203,0.212,0.116
10137,12030,12.03,ESTIMATOR_VAR,0.208,0.215,0.126
10148,12040,12.04,ESTIMATOR_VAR,0.207,0.214,0.124
10160,12050,12.05,ESTIMATOR_VAR,0.205,0.212,0.114
10171,12060,12.06,ESTIMATOR_VAR,0.211,0.217,0.121
10182,12070,12.07,ESTIMATOR_VAR,0.227,0.227,0.124
10193,12080,12.08,ESTIMATOR_VAR,0.222,0.223,0.121
10205,12090,12.09,ESTIMATOR_VAR,0.222,0.223,0.126
10216,12100,12.1,ESTIMATOR_VAR,0.22,0.221,0.119
10227,12110,12.11,ESTIMATOR_VAR,0.224,0.224,0.127
10238,12120,12.12,ESTIMATOR_VAR,0.232,0.229,0.126
10250,12130,12.13,ESTIMATOR_VAR,0.24,0.234,0.134
10261,12140,12.14,ESTIMATOR_VAR,0.238,0.233,0.134
10272,12150,12.15,ESTIMATOR_VAR,0.238,0.232,0.127
10283,12160,12.16,ESTIMATOR_VAR,0.236,0.23,0.13
10295,12170,12.17,ESTIMATOR_VAR,0.234,0.229,0.124
10306,12180,12.18,ESTIMATOR_VAR,0.233,0.228,0.127
10317,12190,12.19,ESTIMATOR_VAR,0.241,0.233,0.14
10328,12200,12.2,ESTIMATOR_VAR,0.231,0.226,0.114
10340,12210,12.21,ESTIMATOR_VAR,0.221,0.219,0.118
10351,12220,12.22,ESTIMATOR_VAR,0.228,0.223,0.142
10362,12230,12.23,ESTIMATOR_VAR,0.225,0.221,0.134
10373,12240,12.24,ESTIMATOR_VAR,0.234,0.228,0.146
10386,12250,12.25,ESTIMATOR_VAR,0.236,0.229,0.15
10397,12260,12.26,ESTIMATOR_VAR,0.239,0.231,0.155
10408,12270,12.27,ESTIMATOR_VAR,0.227,0.222,0.105
10419,12280,12.28,ESTIMATOR_VAR,0.227,0.222,0.126
10431,12290,12.29,ESTIMATOR_VAR,0.241,0.231,0.129
10442,12300,12.3,ESTIMATOR_VAR,0.246,0.234,0.119
10453,12310,12.31,ESTIMATOR_VAR,0.244,0.232,0.121
10464,12320,12.32,ESTIMATOR_VAR,0.242,0.231,0.138
10476,12330,12.33,ESTIMATOR_VAR,0.24,0.23,0.13
10487,12340,12.34,ESTIMATOR_VAR,0.247,0.234,0.13
10498,12350,12.35,ESTIMATOR_VAR,0.246,0.233,0.143
10509,12360,12.36,ESTIMATOR_VAR,0.244,0.231,0.13
10521,12370,12.37,ESTIMATOR_VAR,0.232,0.223,0.134
10532,12380,12.38,ESTIMATOR_VAR,0.222,0.216,0.132
10543,12390,12.39,ESTIMATOR_VAR,0.22,0.215,0.127
10554,12400,12.4,ESTIMATOR_VAR,0.219,0.214,0.134
10566,12410,12.41,ESTIMATOR_VAR,0.224,0.217,0.127
10577,12420,12.42,ESTIMATOR_VAR,0.207,0.205,0.121
10588,12430,12.43,ESTIMATOR_VAR,0.205,0.204,0.13
10599,12440,12.44,ESTIMATOR_VAR,0.209,0.206,0.129
10612,12450,12.45,ESTIMATOR_VAR,0.207,0.205,0.126
10623,12460,12.46,ESTIMATOR_VAR,0.188,0.192,0.129
10634,12470,12.47,ESTIMATOR_VAR,0.18,0.186,0.126
10645,12480,12.48,ESTIMATOR_VAR,0.186,0.191,0.127
10657,12490,12.49,ESTIMATOR_VAR,0.185,0.19,0.129
10671,12500,12.5,ESTIMATOR_VAR,0.183,0.189,0.124
10682,12510,12.51,ESTIMATOR_VAR,0.174,0.183,0.126
10693,12520,12.52,ESTIMATOR_VAR,0.173,0.182,0.121
10705,12530,12.53,ESTIMATOR_VAR,0.171,0.181,0.114
10716,12540,12.54,ESTIMATOR_VAR,0.169,0.179,0.121
10727,12550,12.55,ESTIMATOR_VAR,0.167,0.178,0.126
10738,12560,12.56,ESTIMATOR_VAR,0.158,0.171,0.121
10750,12570,12.57,ESTIMATOR_VAR,0.155,0.17,0.124
10761,12580,12.58,ESTIMATOR_VAR,0.155,0.17,0.129
10772,12590,12.59,ESTIMATOR_VAR,0.155,0.17,0.132
10783,12600,12.6,ESTIMATOR_VAR,0.154,0.169,0.135
10795,12610,12.61,ESTIMATOR_VAR,0.152,0.169,0.127
10806,12620,12.62,ESTIMATOR_VAR,0.166,0.178,0.124
10817,12630,12.63,ESTIMATOR_VAR,0.167,0.179,0.127
10828,12640,12.64,ESTIMATOR_VAR,0.173,0.183,0.127
10841,12650,12.65,ESTIMATOR_VAR,0.178,0.186,0.124
10852,12660,12.66,ESTIMATOR_VAR,0.176,0.184,0.127
10863,12670,12.67,ESTIMATOR_VAR,0.173,0.183,0.126
10874,12680,12.68,ESTIMATOR_VAR,0.178,0.186,0.127
10886,12690,12.69,ESTIMATOR_VAR,0.169,0.18,0.126
10897,12700,12.7,ESTIMATOR_VAR,0.175,0.184,0.124
10908,12710,12.71,ESTIMATOR_VAR,0.181,0.188,0.126
10919,12720,12.72,ESTIMATOR_VAR,0.18,0.187,0.122
10931,12730,12.73,ESTIMATOR_VAR,0.17,0.181,0.118
10942,12740,12.74,ESTIMATOR_VAR,0.169,0.18,0.118
10953,12750,12.75,ESTIMATOR_VAR,0.166,0.178,0.121
10964,12760,12.76,ESTIMATOR_VAR,0.165,0.177,0.116
10976,12770,12.77,ESTIMATOR_VAR,0.163,0.176,0.118
10987,12780,12.78,ESTIMATOR_VAR,0.164,0.176,0.116
10998,12790,12.79,ESTIMATOR_VAR,0.168,0.179,0.132
11009,12800,12.8,ESTIMATOR_VAR,0.168,0.179,0.129
11021,12810,12.81,ESTIMATOR_VAR,0.173,0.183,0.116
11032,12820,12.82,ESTIMATOR_VAR,0.172,0.182,0.118
11043,12830,12.83,ESTIMATOR_VAR,0.161,0.174,0.124
11054,12840,12.84,ESTIMATOR_VAR,0.16,0.174,0.121
11067,12850,12.85,ESTIMATOR_VAR,0.158,0.173,0.122
11078,12860,12.86,ESTIMATOR_VAR,0.147,0.165,0.119
11089,12870,12.87,ESTIMATOR_VAR,0.153,0.169,0.121
11100,12880,12.88,ESTIMATOR_VAR,0.159,0.174,0.132
11112,12890,12.89,ESTIMATOR_VAR,0.158,0.173,0.143
11123,12900,12.9,ESTIMATOR_VAR,0.165,0.178,0.138
11134,12910,12.91,ESTIMATOR_VAR,0.162,0.176,0.132
11145,12920,12.92,ESTIMATOR_VAR,0.16,0.175,0.119
11157,12930,12.93,ESTIMATOR_VAR,0.174,0.184,0.119
11168,12940,12.94,ESTIMATOR_VAR,0.163,0.177,0.124
11179,12950,12.95,ESTIMATOR_VAR,0.161,0.176,0.119
11190,12960,12.96,ESTIMATOR_VAR,0.153,0.17,0.122
11202,12970,12.97,ESTIMATOR_VAR,0.15,0.168,0.13
11213,12980,12.98,ESTIMATOR_VAR,0.149,0.167,0.119
11224,12990,12.99,ESTIMATOR_VAR,0.156,0.172,0.119
11238,13000,13.0,ESTIMATOR_VAR,0.161,0.176,0.121
11250,13010,13.01,ESTIMATOR_VAR,0.159,0.174,0.124
11261,13020,13.02,ESTIMATOR_VAR,0.157,0.174,0.129
11272,13030,13.03,ESTIMATOR_VAR,0.155,0.172,0.126
11283,13040,13.04,ESTIMATOR_VAR,0.145,0.166,0.129
11296,13050,13.05,ESTIMATOR_VAR,0.146,0.166,0.124
11307,13060,13.06,ESTIMATOR_VAR,0.136,0.16,0.126
11318,13070,13.07,ESTIMATOR_VAR,0.142,0.164,0.13
11329,13080,13.08,ESTIMATOR_VAR,0.141,0.163,0.129
11341,13090,13.09,ESTIMATOR_VAR,0.138,0.161,0.134
11352,13100,13.1,ESTIMATOR_VAR,0.142,0.165,0.126
11363,13110,13.11,ESTIMATOR_VAR,0.14,0.163,0.13
11374,13120,13.12,ESTIMATOR_VAR,0.146,0.167,0.127
11386,13130,13.13,ESTIMATOR_VAR,0.154,0.173,0.121
11397,13140,13.14,ESTIMATOR_VAR,0.151,0.171,0.113
11408,13150,13.15,ESTIMATOR_VAR,0.15,0.17,0.126
11419,13160,13.16,ESTIMATOR_VAR,0.148,0.169,0.134
11431,13170,13.17,ESTIMATOR_VAR,0.147,0.168,0.13
11442,13180,13.18,ESTIMATOR_VAR,0.151,0.171,0.126
11453,13190,13.19,ESTIMATOR_VAR,0.165,0.181,0.122
11464,13200,13.2,ESTIMATOR_VAR,0.171,0.185,0.129
11476,13210,13.21,ESTIMATOR_VAR,0.176,0.189,0.118
11487,13220,13.22,ESTIMATOR_VAR,0.183,0.193,0.122
11498,13230,13.23,ESTIMATOR_VAR,0.198,0.203,0.135
11509,13240,13.24,ESTIMATOR_VAR,0.188,0.197,0.137
11521,13250,13.25,ESTIMATOR_VAR,0.178,0.189,0.13
11532,13260,13.26,ESTIMATOR_VAR,0.191,0.198,0.134
11544,13270,13.27,ESTIMATOR_VAR,0.188,0.196,0.135
11555,13280,13.28,ESTIMATOR_VAR,0.193,0.2,0.126
11567,13290,13.29,ESTIMATOR_VAR,0.189,0.197,0.134
11578,13300,13.3,ESTIMATOR_VAR,0.186,0.195,0.127
11589,13310,13.31,ESTIMATOR_VAR,0.191,0.198,0.13
11600,13320,13.32,ESTIMATOR_VAR,0.188,0.196,0.127
11612,13330,13.33,ESTIMATOR_VAR,0.179,0.19,0.122
11623,13340,13.34,ESTIMATOR_VAR,0.176,0.188,0.124
11634,13350,13.35,ESTIMATOR_VAR,0.173,0.186,0.126
11645,13360,13.36,ESTIMATOR_VAR,0.18,0.19,0.119
11657,13370,13.37,ESTIMATOR_VAR,0.185,0.194,0.124
11668,13380,13.38,ESTIMATOR_VAR,0.182,0.192,0.129
11679,13390,13.39,ESTIMATOR_VAR,0.189,0.196,0.129
11690,13400,13.4,ESTIMATOR_VAR,0.194,0.2,0.13
11702,13410,13.41,ESTIMATOR_VAR,0.184,0.193,0.129
11713,13420,13.42,ESTIMATOR_VAR,0.18,0.19,0.13
11724,13430,13.43,ESTIMATOR_VAR,0.185,0.194,0.132
11735,13440,13.44,ESTIMATOR_VAR,0.184,0.193,0.132
11747,13450,13.45,ESTIMATOR_VAR,0.196,0.201,0.121
11758,13460,13.46,ESTIMATOR_VAR,0.193,0.199,0.13
11770,13470,13.47,ESTIMATOR_VAR,0.191,0.198,0.122
11781,13480,13.48,ESTIMATOR_VAR,0.182,0.191,0.126
11793,13490,13.49,ESTIMATOR_VAR,0.172,0.185,0.129
11807,13500,13.5,ESTIMATOR_VAR,0.182,0.191,0.146
11818,13510,13.51,ESTIMATOR_VAR,0.191,0.198,0.138
11829,13520,13.52,ESTIMATOR_VAR,0.193,0.199,0.136
11841,13530,13.53,ESTIMATOR_VAR,0.194,0.2,0.143
11852,13540,13.54,ESTIMATOR_VAR,0.193,0.199,0.129
11863,13550,13.55,ESTIMATOR_VAR,0.198,0.202,0.114
11874,13560,13.56,ESTIMATOR_VAR,0.202,0.205,0.121
11886,13570,13.57,ESTIMATOR_VAR,0.214,0.213,0.126
11897,13580,13.58,ESTIMATOR_VAR,0.22,0.217,0.129
11908,13590,13.59,ESTIMATOR_VAR,0.218,0.215,0.13
11919,13600,13.6,ESTIMATOR_VAR,0.23,0.223,0.124
11931,13610,13.61,ESTIMATOR_VAR,0.236,0.227,0.124
11942,13620,13.62,ESTIMATOR_VAR,0.225,0.219,0.116
11953,13630,13.63,ESTIMATOR_VAR,0.237,0.227,0.114
11964,13640,13.64,ESTIMATOR_VAR,0.233,0.224,0.111
11976,13650,13.65,ESTIMATOR_VAR,0.24,0.228,0.108
11987,13660,13.66,ESTIMATOR_VAR,0.246,0.232,0.111
11999,13670,13.67,ESTIMATOR_VAR,0.236,0.224,0.121
12010,13680,13.68,ESTIMATOR_VAR,0.234,0.223,0.124
12022,13690,13.69,ESTIMATOR_VAR,0.231,0.22,0.118
12033,13700,13.7,ESTIMATOR_VAR,0.229,0.219,0.13
12044,13710,13.71,ESTIMATOR_VAR,0.216,0.21,0.14
12055,13720,13.72,ESTIMATOR_VAR,0.204,0.202,0.143
12067,13730,13.73,ESTIMATOR_VAR,0.203,0.201,0.132
12078,13740,13.74,ESTIMATOR_VAR,0.201,0.2,0.126
12089,13750,13.75,ESTIMATOR_VAR,0.206,0.203,0.124
12100,13760,13.76,ESTIMATOR_VAR,0.205,0.202,0.122
12112,13770,13.77,ESTIMATOR_VAR,0.203,0.201,0.129
12123,13780,13.78,ESTIMATOR_VAR,0.2,0.198,0.126
12134,13790,13.79,ESTIMATOR_VAR,0.198,0.197,0.126
12145,13800,13.8,ESTIMATOR_VAR,0.205,0.201,0.118
12157,13810,13.81,ESTIMATOR_VAR,0.218,0.21,0.121
12168,13820,13.82,ESTIMATOR_VAR,0.207,0.202,0.124
12179,13830,13.83,ESTIMATOR_VAR,0.205,0.201,0.129
12190,13840,13.84,ESTIMATOR_VAR,0.203,0.2,0.116
12202,13850,13.85,ESTIMATOR_VAR,0.203,0.2,0.112
12213,13860,13.86,ESTIMATOR_VAR,0.215,0.208,0.124
