Log Entry,Timestamp,Log Entry Type,Data,Time_s
7333,9520,MOTOR,"0,0",9.52
7374,9560,MOTOR,"0,0",9.56
7416,9600,MOTOR,"0,0",9.6
7457,9640,MOTOR,"0,0",9.64
7498,9680,MOTOR,"0,0",9.68
7539,9720,MOTOR,"0,0",9.72
7580,9760,MOTOR,"0,0",9.76
7622,9800,MOTOR,"0,0",9.8
7663,9840,MOTOR,"0,0",9.84
7704,9880,MOTOR,"0,0",9.88
7745,9920,MOTOR,"0,0",9.92
7786,9960,MOTOR,"0,0",9.96
7832,10000,MOTOR,"0,0",10.0
7877,10040,MOTOR,"0,0",10.04
7922,10080,MOTOR,"0,0",10.08
7967,10120,MOTOR,"0,0",10.12
8012,10160,MOTOR,"0,0",10.16
8058,10200,MOTOR,"0,0",10.2
8103,10240,MOTOR,"0,0",10.24
8148,10280,MOTOR,"0,0",10.28
8193,10320,MOTOR,"0,0",10.32
8238,10360,MOTOR,"0,0",10.36
8284,10400,MOTOR,"0,0",10.4
8329,10440,MOTOR,"0,0",10.44
8374,10480,MOTOR,"0,0",10.48
8422,10520,MOTOR,"0,0",10.52
8467,10560,MOTOR,"0,0",10.56
8513,10600,MOTOR,"0,0",10.6
8558,10640,MOTOR,"0,0",10.64
8603,10680,MOTOR,"0,0",10.68
8648,10720,MOTOR,"0,0",10.72
8693,10760,MOTOR,"0,0",10.76
8739,10800,MOTOR,"0,0",10.8
8784,10840,MOTOR,"0,0",10.84
8829,10880,MOTOR,"0,0",10.88
8874,10920,MOTOR,"0,0",10.92
8919,10960,MOTOR,"0,0",10.96
8968,11001,MOTOR,"0,0",11.001
9013,11040,MOTOR,"0,0",11.04
9058,11080,MOTOR,"0,0",11.08
9103,11120,MOTOR,"0,0",11.12
9148,11160,MOTOR,"0,0",11.16
9193,11200,MOTOR,"0,0",11.2
9239,11240,MOTOR,"0,0",11.24
9284,11280,MOTOR,"0,0",11.28
9329,11320,MOTOR,"0,0",11.32
9374,11360,MOTOR,"0,0",11.36
9419,11400,MOTOR,"0,0",11.4
9465,11440,MOTOR,"0,0",11.44
9510,11480,MOTOR,"0,0",11.48
9558,11520,MOTOR,"0,0",11.52
9603,11560,MOTOR,"0,0",11.56
9648,11600,MOTOR,"0,0",11.6
9694,11640,MOTOR,"0,0",11.64
9739,11680,MOTOR,"0,0",11.68
9784,11720,MOTOR,"0,0",11.72
9829,11760,MOTOR,"0,0",11.76
9874,11800,MOTOR,"0,0",11.8
9920,11840,MOTOR,"0,0",11.84
9965,11880,MOTOR,"0,0",11.88
10010,11920,MOTOR,"0,0",11.92
10055,11960,MOTOR,"0,0",11.96
10103,12000,MOTOR,"0,0",12.0
10149,12040,MOTOR,"0,0",12.04
10194,12080,MOTOR,"0,0",12.08
10239,12120,MOTOR,"0,0",12.12
10284,12160,MOTOR,"0,0",12.16
10329,12200,MOTOR,"0,0",12.2
10375,12240,MOTOR,"0,0",12.24
10420,12280,MOTOR,"0,0",12.28
10465,12320,MOTOR,"0,0",12.32
10510,12360,MOTOR,"0,0",12.36
10555,12400,MOTOR,"0,0",12.4
10601,12440,MOTOR,"0,0",12.44
10646,12480,MOTOR,"0,0",12.48
10694,12520,MOTOR,"0,0",12.52
10739,12560,MOTOR,"0,0",12.56
10784,12600,MOTOR,"0,0",12.6
10830,12640,MOTOR,"0,0",12.64
10875,12680,MOTOR,"0,0",12.68
10920,12720,MOTOR,"0,0",12.72
10965,12760,MOTOR,"0,0",12.76
11010,12800,MOTOR,"0,0",12.8
11056,12840,MOTOR,"0,0",12.84
11101,12880,MOTOR,"0,0",12.88
11146,12920,MOTOR,"0,0",12.92
11191,12960,MOTOR,"0,0",12.96
11239,13000,MOTOR,"0,0",13.0
11285,13040,MOTOR,"0,0",13.04
11330,13080,MOTOR,"0,0",13.08
11375,13120,MOTOR,"0,0",13.12
11420,13160,MOTOR,"0,0",13.16
11465,13200,MOTOR,"0,0",13.2
11510,13240,MOTOR,"0,0",13.24
11556,13280,MOTOR,"0,0",13.28
