Log Entry,Timestamp,Log Entry Type,State,Time_s
17121,18180,STATE,IDLE,18.18
17132,18190,STATE,IDLE,18.19
17143,18200,STATE,IDLE,18.2
17155,18210,STATE,IDLE,18.21
17166,18220,STATE,IDLE,18.22
17177,18230,STATE,IDLE,18.23
17188,18240,STATE,IDLE,18.24
17200,18250,STATE,IDLE,18.25
17211,18260,STATE,IDLE,18.26
17222,18270,STATE,IDLE,18.27
17233,18280,STATE,IDLE,18.28
17245,18290,STATE,IDLE,18.29
17256,18300,STATE,IDLE,18.3
17267,18310,STATE,IDLE,18.31
17278,18320,STATE,IDLE,18.32
17290,18330,STATE,IDLE,18.33
17301,18340,STATE,IDLE,18.34
17312,18350,STATE,IDLE,18.35
17323,18360,STATE,IDLE,18.36
17336,18370,STATE,IDLE,18.37
17347,18380,STATE,IDLE,18.38
17358,18390,STATE,IDLE,18.39
17369,18400,STATE,IDLE,18.4
17381,18410,STATE,IDLE,18.41
17392,18420,STATE,IDLE,18.42
17403,18430,STATE,IDLE,18.43
17414,18440,STATE,IDLE,18.44
17426,18450,STATE,IDLE,18.45
17437,18460,STATE,IDLE,18.46
17448,18470,STATE,IDLE,18.47
17459,18480,STATE,IDLE,18.48
17471,18490,STATE,IDLE,18.49
17485,18500,STATE,IDLE,18.5
17496,18510,STATE,IDLE,18.51
17507,18520,STATE,IDLE,18.52
17519,18530,STATE,IDLE,18.53
17530,18540,STATE,IDLE,18.54
17541,18550,STATE,IDLE,18.55
17552,18560,STATE,IDLE,18.56
17565,18570,STATE,IDLE,18.57
17576,18580,STATE,IDLE,18.58
17587,18590,STATE,IDLE,18.59
17598,18600,STATE,IDLE,18.6
17610,18610,STATE,IDLE,18.61
17621,18620,STATE,IDLE,18.62
17632,18630,STATE,IDLE,18.63
17643,18640,STATE,IDLE,18.64
17655,18650,STATE,IDLE,18.65
17666,18660,STATE,IDLE,18.66
17677,18670,STATE,IDLE,18.67
17688,18680,STATE,IDLE,18.68
17700,18690,STATE,IDLE,18.69
17711,18700,STATE,IDLE,18.7
17722,18710,STATE,IDLE,18.71
17733,18720,STATE,IDLE,18.72
17745,18730,STATE,IDLE,18.73
17756,18740,STATE,IDLE,18.74
17767,18750,STATE,IDLE,18.75
17778,18760,STATE,IDLE,18.76
17791,18770,STATE,IDLE,18.77
17802,18780,STATE,IDLE,18.78
17813,18790,STATE,IDLE,18.79
17824,18800,STATE,IDLE,18.8
17836,18810,STATE,IDLE,18.81
17847,18820,STATE,IDLE,18.82
17858,18830,STATE,IDLE,18.83
17869,18840,STATE,IDLE,18.84
17881,18850,STATE,IDLE,18.85
17892,18860,STATE,IDLE,18.86
17903,18870,STATE,IDLE,18.87
17914,18880,STATE,IDLE,18.88
17926,18890,STATE,IDLE,18.89
17937,18900,STATE,IDLE,18.9
17948,18910,STATE,IDLE,18.91
17959,18920,STATE,IDLE,18.92
17971,18930,STATE,IDLE,18.93
17982,18940,STATE,IDLE,18.94
17993,18950,STATE,IDLE,18.95
18004,18960,STATE,IDLE,18.96
18017,18970,STATE,IDLE,18.97
18028,18980,STATE,IDLE,18.98
18039,18990,STATE,IDLE,18.99
18053,19000,STATE,IDLE,19.0
18065,19010,STATE,IDLE,19.01
18076,19020,STATE,IDLE,19.02
18087,19030,STATE,IDLE,19.03
18098,19040,STATE,IDLE,19.04
18110,19050,STATE,IDLE,19.05
18121,19060,STATE,IDLE,19.06
18132,19070,STATE,IDLE,19.07
18143,19080,STATE,IDLE,19.08
18155,19090,STATE,IDLE,19.09
18166,19100,STATE,IDLE,19.1
18177,19110,STATE,IDLE,19.11
18188,19120,STATE,IDLE,19.12
18200,19130,STATE,IDLE,19.13
18211,19140,STATE,IDLE,19.14
18222,19150,STATE,IDLE,19.15
18233,19160,STATE,IDLE,19.16
18246,19170,STATE,IDLE,19.17
18257,19180,STATE,IDLE,19.18
18268,19190,STATE,IDLE,19.19
18279,19200,STATE,IDLE,19.2
18291,19210,STATE,IDLE,19.21
18302,19220,STATE,IDLE,19.22
18313,19230,STATE,IDLE,19.23
18324,19240,STATE,IDLE,19.24
18336,19250,STATE,IDLE,19.25
18347,19260,STATE,IDLE,19.26
18358,19270,STATE,IDLE,19.27
18369,19280,STATE,IDLE,19.28
18381,19290,STATE,IDLE,19.29
18392,19300,STATE,IDLE,19.3
18403,19310,STATE,IDLE,19.31
18414,19320,STATE,IDLE,19.32
18426,19330,STATE,IDLE,19.33
18437,19340,STATE,IDLE,19.34
18448,19350,STATE,IDLE,19.35
18459,19360,STATE,IDLE,19.36
18471,19370,STATE,IDLE,19.37
18482,19380,STATE,IDLE,19.38
18494,19390,STATE,IDLE,19.39
18505,19400,STATE,IDLE,19.4
18517,19410,STATE,IDLE,19.41
18528,19420,STATE,IDLE,19.42
18539,19430,STATE,IDLE,19.43
18550,19440,STATE,IDLE,19.44
18562,19450,STATE,IDLE,19.45
18573,19460,STATE,IDLE,19.46
18584,19470,STATE,IDLE,19.47
18595,19480,STATE,IDLE,19.48
18607,19490,STATE,IDLE,19.49
18621,19500,STATE,IDLE,19.5
18632,19510,STATE,IDLE,19.51
18643,19520,STATE,IDLE,19.52
18655,19530,STATE,IDLE,19.53
18666,19540,STATE,IDLE,19.54
18677,19550,STATE,IDLE,19.55
18688,19560,STATE,IDLE,19.56
18700,19570,STATE,IDLE,19.57
18711,19580,STATE,IDLE,19.58
18723,19590,STATE,IDLE,19.59
18734,19600,STATE,IDLE,19.6
18746,19610,STATE,IDLE,19.61
18757,19620,STATE,IDLE,19.62
18768,19630,STATE,IDLE,19.63
18779,19640,STATE,IDLE,19.64
18791,19650,STATE,IDLE,19.65
18802,19660,STATE,IDLE,19.66
18813,19670,STATE,IDLE,19.67
18824,19680,STATE,IDLE,19.68
18836,19690,STATE,IDLE,19.69
18847,19700,STATE,IDLE,19.7
18858,19710,STATE,IDLE,19.71
18869,19720,STATE,IDLE,19.72
18881,19730,STATE,IDLE,19.73
18892,19740,STATE,IDLE,19.74
18903,19750,STATE,IDLE,19.75
18914,19760,STATE,IDLE,19.76
18926,19770,STATE,IDLE,19.77
18937,19780,STATE,IDLE,19.78
18949,19790,STATE,IDLE,19.79
18960,19800,STATE,IDLE,19.8
18972,19810,STATE,IDLE,19.81
18983,19820,STATE,IDLE,19.82
18994,19830,STATE,IDLE,19.83
19005,19840,STATE,IDLE,19.84
19017,19850,STATE,IDLE,19.85
19028,19860,STATE,IDLE,19.86
19039,19870,STATE,IDLE,19.87
19050,19880,STATE,IDLE,19.88
19062,19890,STATE,IDLE,19.89
19073,19900,STATE,IDLE,19.9
19084,19910,STATE,IDLE,19.91
19095,19920,STATE,IDLE,19.92
19107,19930,STATE,IDLE,19.93
19118,19940,STATE,IDLE,19.94
19129,19950,STATE,IDLE,19.95
19140,19960,STATE,IDLE,19.96
19152,19970,STATE,IDLE,19.97
19163,19980,STATE,IDLE,19.98
19175,19990,STATE,IDLE,19.99
19189,20000,STATE,IDLE,20.0
19201,20010,STATE,IDLE,20.01
19212,20020,STATE,IDLE,20.02
19223,20030,STATE,IDLE,20.03
19234,20040,STATE,IDLE,20.04
19246,20050,STATE,IDLE,20.05
19257,20060,STATE,IDLE,20.06
19268,20070,STATE,IDLE,20.07
19279,20080,STATE,IDLE,20.08
19291,20090,STATE,IDLE,20.09
19302,20100,STATE,IDLE,20.1
19313,20110,STATE,IDLE,20.11
19324,20120,STATE,IDLE,20.12
19336,20130,STATE,IDLE,20.13
19347,20140,STATE,IDLE,20.14
19358,20150,STATE,IDLE,20.15
19369,20160,STATE,IDLE,20.16
19381,20170,STATE,IDLE,20.17
19392,20180,STATE,IDLE,20.18
19404,20190,STATE,IDLE,20.19
19415,20200,STATE,IDLE,20.2
19427,20210,STATE,IDLE,20.21
19438,20220,STATE,IDLE,20.22
19449,20230,STATE,IDLE,20.23
19460,20240,STATE,IDLE,20.24
19472,20250,STATE,IDLE,20.25
19483,20260,STATE,IDLE,20.26
19494,20270,STATE,IDLE,20.27
19505,20280,STATE,IDLE,20.28
19517,20290,STATE,IDLE,20.29
19528,20300,STATE,IDLE,20.3
19539,20310,STATE,IDLE,20.31
19550,20320,STATE,IDLE,20.32
19562,20330,STATE,IDLE,20.33
19573,20340,STATE,IDLE,20.34
19584,20350,STATE,IDLE,20.35
19595,20360,STATE,IDLE,20.36
19607,20370,STATE,IDLE,20.37
19618,20380,STATE,IDLE,20.38
19629,20390,STATE,IDLE,20.39
19640,20400,STATE,IDLE,20.4
19653,20410,STATE,IDLE,20.41
19664,20420,STATE,IDLE,20.42
19675,20430,STATE,IDLE,20.43
19686,20440,STATE,IDLE,20.44
19698,20450,STATE,IDLE,20.45
19709,20460,STATE,IDLE,20.46
19720,20470,STATE,IDLE,20.47
19731,20480,STATE,IDLE,20.48
19743,20490,STATE,IDLE,20.49
19757,20500,STATE,IDLE,20.5
19768,20510,STATE,IDLE,20.51
19779,20520,STATE,IDLE,20.52
19791,20530,STATE,IDLE,20.53
19802,20540,STATE,IDLE,20.54
19813,20550,STATE,IDLE,20.55
19824,20560,STATE,IDLE,20.56
19836,20570,STATE,IDLE,20.57
