Log Entry,Timestamp,Time_s,Log Entry Type,World Position (z),Rocket Velocity (z),Rocket Acceleration (z)
12627,14463,14.463,ESTIMATOR_VAR,494.197,-3.485,0.175
12636,14474,14.474,ESTIMATOR_VAR,494.069,-3.512,0.194
12645,14483,14.483,ESTIMATOR_VAR,493.941,-3.539,0.194
12655,14493,14.493,ESTIMATOR_VAR,493.812,-3.567,0.191
12668,14505,14.505,ESTIMATOR_VAR,493.686,-3.593,0.182
12674,14512,14.512,ESTIMATOR_VAR,493.561,-3.619,0.178
12680,14521,14.521,ESTIMATOR_VAR,493.525,-3.617,0.178
12695,14533,14.533,ESTIMATOR_VAR,493.404,-3.642,0.188
12704,14543,14.543,ESTIMATOR_VAR,493.28,-3.667,0.185
12713,14554,14.554,ESTIMATOR_VAR,493.156,-3.693,0.185
12722,14563,14.563,ESTIMATOR_VAR,493.033,-3.718,0.191
12732,14573,14.573,ESTIMATOR_VAR,492.907,-3.743,0.191
12741,14583,14.583,ESTIMATOR_VAR,492.785,-3.768,0.182
12750,14594,14.594,ESTIMATOR_VAR,492.668,-3.791,0.182
12759,14604,14.604,ESTIMATOR_VAR,492.54,-3.818,0.182
12769,14614,14.614,ESTIMATOR_VAR,492.419,-3.842,0.188
12778,14623,14.623,ESTIMATOR_VAR,492.299,-3.865,0.185
12787,14633,14.633,ESTIMATOR_VAR,492.172,-3.891,0.185
12796,14643,14.643,ESTIMATOR_VAR,492.072,-3.909,0.119
12806,14653,14.653,ESTIMATOR_VAR,491.969,-3.928,0.114
12815,14663,14.663,ESTIMATOR_VAR,491.851,-3.951,0.178
12824,14673,14.673,ESTIMATOR_VAR,491.729,-3.974,0.178
12833,14683,14.683,ESTIMATOR_VAR,491.619,-3.994,0.182
12843,14693,14.693,ESTIMATOR_VAR,491.502,-4.017,0.188
12852,14704,14.704,ESTIMATOR_VAR,491.389,-4.038,0.178
12861,14714,14.714,ESTIMATOR_VAR,491.273,-4.059,0.185
12870,14723,14.723,ESTIMATOR_VAR,491.154,-4.082,0.182
12880,14733,14.733,ESTIMATOR_VAR,491.035,-4.105,0.188
12889,14743,14.743,ESTIMATOR_VAR,490.916,-4.127,0.182
12898,14753,14.753,ESTIMATOR_VAR,490.803,-4.148,0.178
12907,14763,14.763,ESTIMATOR_VAR,490.686,-4.17,0.182
12917,14773,14.773,ESTIMATOR_VAR,490.573,-4.19,0.182
12926,14783,14.783,ESTIMATOR_VAR,490.453,-4.213,0.175
12935,14794,14.794,ESTIMATOR_VAR,490.336,-4.234,0.188
12944,14804,14.804,ESTIMATOR_VAR,490.221,-4.255,0.178
12954,14813,14.813,ESTIMATOR_VAR,490.102,-4.277,0.182
12963,14823,14.823,ESTIMATOR_VAR,489.993,-4.296,0.178
12972,14833,14.833,ESTIMATOR_VAR,489.883,-4.315,0.178
12981,14843,14.843,ESTIMATOR_VAR,489.766,-4.337,0.185
12991,14853,14.853,ESTIMATOR_VAR,489.653,-4.357,0.178
13000,14863,14.863,ESTIMATOR_VAR,489.542,-4.376,0.178
13009,14873,14.873,ESTIMATOR_VAR,489.431,-4.395,0.185
13018,14883,14.883,ESTIMATOR_VAR,489.323,-4.413,0.185
13028,14893,14.893,ESTIMATOR_VAR,489.216,-4.431,0.182
13037,14904,14.904,ESTIMATOR_VAR,489.104,-4.45,0.182
13046,14914,14.914,ESTIMATOR_VAR,488.998,-4.468,0.182
13055,14923,14.923,ESTIMATOR_VAR,488.897,-4.484,0.188
13065,14933,14.933,ESTIMATOR_VAR,488.792,-4.501,0.172
13074,14943,14.943,ESTIMATOR_VAR,488.683,-4.519,0.175
13083,14953,14.953,ESTIMATOR_VAR,488.573,-4.537,0.166
13092,14963,14.963,ESTIMATOR_VAR,488.466,-4.555,0.175
13102,14973,14.973,ESTIMATOR_VAR,488.359,-4.572,0.178
13111,14983,14.983,ESTIMATOR_VAR,488.26,-4.587,0.172
13120,14993,14.993,ESTIMATOR_VAR,488.162,-4.602,0.185
13134,15007,15.007,ESTIMATOR_VAR,488.053,-4.62,0.185
13140,15012,15.012,ESTIMATOR_VAR,487.952,-4.635,0.182
13146,15021,15.021,ESTIMATOR_VAR,487.905,-4.633,0.182
13160,15033,15.033,ESTIMATOR_VAR,487.802,-4.649,0.185
13169,15043,15.043,ESTIMATOR_VAR,487.699,-4.665,0.185
13179,15053,15.053,ESTIMATOR_VAR,487.603,-4.679,0.188
13188,15063,15.063,ESTIMATOR_VAR,487.504,-4.693,0.182
13197,15074,15.074,ESTIMATOR_VAR,487.403,-4.708,0.185
13206,15083,15.083,ESTIMATOR_VAR,487.306,-4.722,0.175
13216,15093,15.093,ESTIMATOR_VAR,487.208,-4.736,0.172
13225,15104,15.104,ESTIMATOR_VAR,487.104,-4.752,0.175
13234,15114,15.114,ESTIMATOR_VAR,487.004,-4.767,0.175
13243,15123,15.123,ESTIMATOR_VAR,486.912,-4.779,0.172
13253,15133,15.133,ESTIMATOR_VAR,486.817,-4.792,0.175
13262,15143,15.143,ESTIMATOR_VAR,486.718,-4.806,0.178
13271,15153,15.153,ESTIMATOR_VAR,486.624,-4.819,0.172
13280,15163,15.163,ESTIMATOR_VAR,486.533,-4.83,0.182
13290,15173,15.173,ESTIMATOR_VAR,486.431,-4.845,0.172
13299,15183,15.183,ESTIMATOR_VAR,486.342,-4.856,0.166
13308,15193,15.193,ESTIMATOR_VAR,486.247,-4.869,0.169
13317,15204,15.204,ESTIMATOR_VAR,486.15,-4.882,0.172
13327,15215,15.215,ESTIMATOR_VAR,486.063,-4.893,0.172
13336,15223,15.223,ESTIMATOR_VAR,485.972,-4.904,0.175
13345,15233,15.233,ESTIMATOR_VAR,485.895,-4.911,0.143
13354,15243,15.243,ESTIMATOR_VAR,485.801,-4.924,0.185
13364,15253,15.253,ESTIMATOR_VAR,485.707,-4.936,0.182
13373,15263,15.263,ESTIMATOR_VAR,485.621,-4.945,0.182
13382,15273,15.273,ESTIMATOR_VAR,485.548,-4.951,0.143
13392,15283,15.283,ESTIMATOR_VAR,485.477,-4.957,0.143
13402,15293,15.293,ESTIMATOR_VAR,485.406,-4.962,0.143
13411,15304,15.304,ESTIMATOR_VAR,485.314,-4.974,0.178
13420,15314,15.314,ESTIMATOR_VAR,485.222,-4.985,0.185
13429,15323,15.323,ESTIMATOR_VAR,485.134,-4.995,0.175
13439,15333,15.333,ESTIMATOR_VAR,485.043,-5.006,0.175
13448,15343,15.343,ESTIMATOR_VAR,484.956,-5.016,0.185
13457,15353,15.353,ESTIMATOR_VAR,484.874,-5.024,0.178
13466,15363,15.363,ESTIMATOR_VAR,484.788,-5.033,0.182
13476,15373,15.373,ESTIMATOR_VAR,484.702,-5.043,0.185
13485,15383,15.383,ESTIMATOR_VAR,484.614,-5.052,0.185
13494,15393,15.393,ESTIMATOR_VAR,484.525,-5.062,0.185
13503,15404,15.404,ESTIMATOR_VAR,484.441,-5.071,0.185
13513,15413,15.413,ESTIMATOR_VAR,484.353,-5.081,0.178
13522,15423,15.423,ESTIMATOR_VAR,484.267,-5.09,0.182
13531,15433,15.433,ESTIMATOR_VAR,484.177,-5.101,0.185
13540,15443,15.443,ESTIMATOR_VAR,484.095,-5.108,0.182
13550,15453,15.453,ESTIMATOR_VAR,484.006,-5.118,0.178
13559,15463,15.463,ESTIMATOR_VAR,483.921,-5.127,0.182
13568,15473,15.473,ESTIMATOR_VAR,483.844,-5.134,0.178
13577,15483,15.483,ESTIMATOR_VAR,483.76,-5.142,0.175
13587,15493,15.493,ESTIMATOR_VAR,483.677,-5.15,0.175
13600,15508,15.508,ESTIMATOR_VAR,483.601,-5.156,0.182
13609,15516,15.516,ESTIMATOR_VAR,483.514,-5.165,0.197
13615,15522,15.522,ESTIMATOR_VAR,483.429,-5.174,0.191
13622,15531,15.531,ESTIMATOR_VAR,483.377,-5.172,0.191
13636,15543,15.543,ESTIMATOR_VAR,483.295,-5.179,0.182
13645,15554,15.554,ESTIMATOR_VAR,483.215,-5.186,0.178
13654,15563,15.563,ESTIMATOR_VAR,483.127,-5.196,0.182
13664,15573,15.573,ESTIMATOR_VAR,483.054,-5.201,0.175
13673,15583,15.583,ESTIMATOR_VAR,482.978,-5.206,0.172
13682,15594,15.594,ESTIMATOR_VAR,482.903,-5.212,0.175
13691,15604,15.604,ESTIMATOR_VAR,482.828,-5.217,0.182
13701,15614,15.614,ESTIMATOR_VAR,482.746,-5.225,0.182
13710,15623,15.623,ESTIMATOR_VAR,482.668,-5.231,0.178
13719,15633,15.633,ESTIMATOR_VAR,482.594,-5.236,0.182
13728,15643,15.643,ESTIMATOR_VAR,482.524,-5.24,0.182
13738,15653,15.653,ESTIMATOR_VAR,482.451,-5.244,0.175
13747,15663,15.663,ESTIMATOR_VAR,482.382,-5.248,0.175
13756,15674,15.674,ESTIMATOR_VAR,482.31,-5.252,0.169
13765,15683,15.683,ESTIMATOR_VAR,482.241,-5.256,0.188
13775,15693,15.693,ESTIMATOR_VAR,482.165,-5.261,0.178
13784,15704,15.704,ESTIMATOR_VAR,482.098,-5.264,0.175
13793,15714,15.714,ESTIMATOR_VAR,482.035,-5.265,0.182
13802,15724,15.724,ESTIMATOR_VAR,481.956,-5.271,0.188
13812,15733,15.733,ESTIMATOR_VAR,481.89,-5.274,0.182
13821,15743,15.743,ESTIMATOR_VAR,481.82,-5.277,0.178
13830,15754,15.754,ESTIMATOR_VAR,481.752,-5.28,0.182
13839,15763,15.763,ESTIMATOR_VAR,481.679,-5.285,0.182
13849,15773,15.773,ESTIMATOR_VAR,481.607,-5.289,0.185
13858,15783,15.783,ESTIMATOR_VAR,481.54,-5.292,0.182
13867,15794,15.794,ESTIMATOR_VAR,481.473,-5.294,0.182
13876,15804,15.804,ESTIMATOR_VAR,481.402,-5.299,0.105
13886,15814,15.814,ESTIMATOR_VAR,481.336,-5.302,0.11
13895,15823,15.823,ESTIMATOR_VAR,481.27,-5.304,0.185
13904,15834,15.834,ESTIMATOR_VAR,481.204,-5.306,0.178
13913,15843,15.843,ESTIMATOR_VAR,481.138,-5.308,0.178
13923,15853,15.853,ESTIMATOR_VAR,481.073,-5.31,0.182
13932,15863,15.863,ESTIMATOR_VAR,481.005,-5.313,0.178
13941,15874,15.874,ESTIMATOR_VAR,480.938,-5.316,0.185
13950,15883,15.883,ESTIMATOR_VAR,480.881,-5.315,0.178
13960,15893,15.893,ESTIMATOR_VAR,480.822,-5.315,0.169
13969,15904,15.904,ESTIMATOR_VAR,480.755,-5.318,0.172
13978,15914,15.914,ESTIMATOR_VAR,480.689,-5.32,0.169
13987,15924,15.924,ESTIMATOR_VAR,480.626,-5.322,0.175
13997,15933,15.933,ESTIMATOR_VAR,480.564,-5.323,0.185
14006,15943,15.943,ESTIMATOR_VAR,480.498,-5.325,0.185
14015,15954,15.954,ESTIMATOR_VAR,480.433,-5.326,0.178
14024,15963,15.963,ESTIMATOR_VAR,480.372,-5.327,0.188
14034,15973,15.973,ESTIMATOR_VAR,480.308,-5.329,0.182
14043,15983,15.983,ESTIMATOR_VAR,480.247,-5.329,0.178
14052,15994,15.994,ESTIMATOR_VAR,480.188,-5.329,0.175
14066,16008,16.008,ESTIMATOR_VAR,480.129,-5.329,0.188
14072,16012,16.012,ESTIMATOR_VAR,480.07,-5.329,0.178
14078,16021,16.021,ESTIMATOR_VAR,480.017,-5.327,0.178
14092,16034,16.034,ESTIMATOR_VAR,479.955,-5.328,0.185
14101,16043,16.043,ESTIMATOR_VAR,479.901,-5.327,0.188
14111,16053,16.053,ESTIMATOR_VAR,479.846,-5.325,0.182
14120,16063,16.063,ESTIMATOR_VAR,479.789,-5.324,0.191
14129,16073,16.073,ESTIMATOR_VAR,479.728,-5.325,0.182
14138,16083,16.083,ESTIMATOR_VAR,479.672,-5.324,0.182
14148,16093,16.093,ESTIMATOR_VAR,479.62,-5.322,0.185
14157,16104,16.104,ESTIMATOR_VAR,479.568,-5.319,0.182
14166,16114,16.114,ESTIMATOR_VAR,479.516,-5.317,0.191
14175,16123,16.123,ESTIMATOR_VAR,479.464,-5.315,0.178
14185,16133,16.133,ESTIMATOR_VAR,479.406,-5.315,0.178
14194,16143,16.143,ESTIMATOR_VAR,479.352,-5.313,0.182
14203,16153,16.153,ESTIMATOR_VAR,479.294,-5.313,0.175
14212,16163,16.163,ESTIMATOR_VAR,479.24,-5.312,0.175
14222,16173,16.173,ESTIMATOR_VAR,479.186,-5.31,0.169
14231,16183,16.183,ESTIMATOR_VAR,479.129,-5.31,0.172
14240,16193,16.193,ESTIMATOR_VAR,479.068,-5.311,0.175
14249,16204,16.204,ESTIMATOR_VAR,479.016,-5.308,0.178
14259,16213,16.213,ESTIMATOR_VAR,478.964,-5.306,0.191
14268,16223,16.223,ESTIMATOR_VAR,478.909,-5.305,0.185
14277,16233,16.233,ESTIMATOR_VAR,478.857,-5.303,0.178
14286,16243,16.243,ESTIMATOR_VAR,478.802,-5.302,0.178
14296,16253,16.253,ESTIMATOR_VAR,478.747,-5.3,0.182
14305,16263,16.263,ESTIMATOR_VAR,478.697,-5.297,0.188
14314,16273,16.273,ESTIMATOR_VAR,478.643,-5.296,0.182
14323,16283,16.283,ESTIMATOR_VAR,478.593,-5.293,0.172
14333,16293,16.293,ESTIMATOR_VAR,478.547,-5.289,0.178
14343,16304,16.304,ESTIMATOR_VAR,478.494,-5.287,0.175
14352,16314,16.314,ESTIMATOR_VAR,478.447,-5.284,0.175
14361,16324,16.324,ESTIMATOR_VAR,478.398,-5.281,0.172
14371,16333,16.333,ESTIMATOR_VAR,478.343,-5.28,0.178
14380,16343,16.343,ESTIMATOR_VAR,478.296,-5.276,0.185
14389,16353,16.353,ESTIMATOR_VAR,478.251,-5.272,0.175
14398,16363,16.363,ESTIMATOR_VAR,478.21,-5.266,0.178
14408,16373,16.373,ESTIMATOR_VAR,478.163,-5.263,0.175
14417,16383,16.383,ESTIMATOR_VAR,478.113,-5.261,0.175
14426,16393,16.393,ESTIMATOR_VAR,478.071,-5.256,0.178
14435,16404,16.404,ESTIMATOR_VAR,478.024,-5.252,0.182
14445,16413,16.413,ESTIMATOR_VAR,477.978,-5.248,0.188
14454,16423,16.423,ESTIMATOR_VAR,477.925,-5.246,0.188
14463,16433,16.433,ESTIMATOR_VAR,477.88,-5.242,0.191
14472,16443,16.443,ESTIMATOR_VAR,477.839,-5.237,0.188
14482,16453,16.453,ESTIMATOR_VAR,477.794,-5.232,0.182
14491,16463,16.463,ESTIMATOR_VAR,477.755,-5.226,0.178
14500,16473,16.473,ESTIMATOR_VAR,477.708,-5.223,0.178
14509,16483,16.483,ESTIMATOR_VAR,477.657,-5.221,0.175
14519,16493,16.493,ESTIMATOR_VAR,477.614,-5.216,0.182
14532,16508,16.508,ESTIMATOR_VAR,477.57,-5.212,0.182
14538,16512,16.512,ESTIMATOR_VAR,477.525,-5.208,0.182
14544,16521,16.521,ESTIMATOR_VAR,477.473,-5.206,0.182
14559,16533,16.533,ESTIMATOR_VAR,477.431,-5.201,0.175
14568,16543,16.543,ESTIMATOR_VAR,477.386,-5.197,0.175
14577,16553,16.553,ESTIMATOR_VAR,477.344,-5.192,0.185
14586,16563,16.563,ESTIMATOR_VAR,477.298,-5.188,0.185
14596,16573,16.573,ESTIMATOR_VAR,477.264,-5.181,0.178
14605,16583,16.583,ESTIMATOR_VAR,477.216,-5.178,0.185
14614,16593,16.593,ESTIMATOR_VAR,477.176,-5.172,0.178
14623,16604,16.604,ESTIMATOR_VAR,477.14,-5.166,0.169
14633,16613,16.613,ESTIMATOR_VAR,477.096,-5.162,0.178
14642,16623,16.623,ESTIMATOR_VAR,477.057,-5.156,0.175
14651,16633,16.633,ESTIMATOR_VAR,477.014,-5.151,0.188
14660,16643,16.643,ESTIMATOR_VAR,476.983,-5.143,0.185
14670,16653,16.653,ESTIMATOR_VAR,476.938,-5.139,0.191
14679,16663,16.663,ESTIMATOR_VAR,476.899,-5.133,0.188
14688,16673,16.673,ESTIMATOR_VAR,476.861,-5.128,0.185
14697,16683,16.683,ESTIMATOR_VAR,476.823,-5.121,0.185
14707,16693,16.693,ESTIMATOR_VAR,476.785,-5.115,0.188
14716,16704,16.704,ESTIMATOR_VAR,476.743,-5.111,0.188
14726,16716,16.716,ESTIMATOR_VAR,476.703,-5.105,0.178
14732,16722,16.722,ESTIMATOR_VAR,476.667,-5.099,0.182
14739,16731,16.731,ESTIMATOR_VAR,476.616,-5.097,0.182
14753,16743,16.743,ESTIMATOR_VAR,476.581,-5.09,0.194
14762,16754,16.754,ESTIMATOR_VAR,476.545,-5.083,0.188
14771,16763,16.763,ESTIMATOR_VAR,476.51,-5.077,0.175
14781,16773,16.773,ESTIMATOR_VAR,476.479,-5.069,0.175
14790,16783,16.783,ESTIMATOR_VAR,476.443,-5.062,0.185
14799,16794,16.794,ESTIMATOR_VAR,476.412,-5.054,0.191
14808,16804,16.804,ESTIMATOR_VAR,476.377,-5.048,0.182
14818,16814,16.814,ESTIMATOR_VAR,476.34,-5.042,0.188
14827,16823,16.823,ESTIMATOR_VAR,476.31,-5.033,0.178
14836,16834,16.834,ESTIMATOR_VAR,476.28,-5.025,0.175
14845,16843,16.843,ESTIMATOR_VAR,476.255,-5.015,0.188
14855,16853,16.853,ESTIMATOR_VAR,476.219,-5.009,0.182
14864,16863,16.863,ESTIMATOR_VAR,476.183,-5.003,0.188
14873,16874,16.874,ESTIMATOR_VAR,476.154,-4.994,0.191
14882,16883,16.883,ESTIMATOR_VAR,476.13,-4.984,0.194
14892,16893,16.893,ESTIMATOR_VAR,476.098,-4.977,0.201
14901,16904,16.904,ESTIMATOR_VAR,476.067,-4.969,0.188
14910,16914,16.914,ESTIMATOR_VAR,476.041,-4.96,0.185
14919,16924,16.924,ESTIMATOR_VAR,476.006,-4.953,0.172
14929,16933,16.933,ESTIMATOR_VAR,475.978,-4.945,0.182
14938,16943,16.943,ESTIMATOR_VAR,475.948,-4.937,0.182
14947,16953,16.953,ESTIMATOR_VAR,475.921,-4.928,0.178
14956,16963,16.963,ESTIMATOR_VAR,475.884,-4.923,0.182
14966,16973,16.973,ESTIMATOR_VAR,475.851,-4.916,0.175
14975,16983,16.983,ESTIMATOR_VAR,475.825,-4.907,0.169
14984,16994,16.994,ESTIMATOR_VAR,475.785,-4.903,0.114
14996,17006,17.006,ESTIMATOR_VAR,475.742,-4.9,0.119
15006,17014,17.014,ESTIMATOR_VAR,475.714,-4.891,0.178
15015,17023,17.023,ESTIMATOR_VAR,475.683,-4.884,0.148
15024,17034,17.034,ESTIMATOR_VAR,475.658,-4.875,0.178
15033,17043,17.043,ESTIMATOR_VAR,475.63,-4.867,0.175
15043,17053,17.053,ESTIMATOR_VAR,475.603,-4.858,0.182
15052,17063,17.063,ESTIMATOR_VAR,475.58,-4.849,0.138
15061,17074,17.074,ESTIMATOR_VAR,475.551,-4.841,0.138
15070,17083,17.083,ESTIMATOR_VAR,475.52,-4.834,0.185
15080,17093,17.093,ESTIMATOR_VAR,475.489,-4.827,0.182
15089,17104,17.104,ESTIMATOR_VAR,475.464,-4.818,0.182
15098,17114,17.114,ESTIMATOR_VAR,475.441,-4.808,0.188
15107,17124,17.124,ESTIMATOR_VAR,475.423,-4.797,0.188
15117,17133,17.133,ESTIMATOR_VAR,475.401,-4.787,0.182
15126,17143,17.143,ESTIMATOR_VAR,475.376,-4.778,0.188
15135,17154,17.154,ESTIMATOR_VAR,475.358,-4.766,0.185
15144,17163,17.163,ESTIMATOR_VAR,475.334,-4.757,0.185
15154,17173,17.173,ESTIMATOR_VAR,475.309,-4.748,0.182
15163,17183,17.183,ESTIMATOR_VAR,475.281,-4.74,0.191
15172,17194,17.194,ESTIMATOR_VAR,475.261,-4.73,0.194
15181,17204,17.204,ESTIMATOR_VAR,475.237,-4.721,0.188
15191,17214,17.214,ESTIMATOR_VAR,475.217,-4.71,0.185
15200,17223,17.223,ESTIMATOR_VAR,475.193,-4.701,0.178
15209,17234,17.234,ESTIMATOR_VAR,475.177,-4.689,0.185
15218,17243,17.243,ESTIMATOR_VAR,475.154,-4.68,0.188
15228,17253,17.253,ESTIMATOR_VAR,475.135,-4.67,0.182
15237,17263,17.263,ESTIMATOR_VAR,475.124,-4.657,0.185
15246,17274,17.274,ESTIMATOR_VAR,475.105,-4.646,0.178
15255,17283,17.283,ESTIMATOR_VAR,475.076,-4.639,0.185
15265,17293,17.293,ESTIMATOR_VAR,475.054,-4.629,0.182
15274,17304,17.304,ESTIMATOR_VAR,475.04,-4.617,0.182
15283,17315,17.315,ESTIMATOR_VAR,475.019,-4.608,0.182
15293,17324,17.324,ESTIMATOR_VAR,474.995,-4.599,0.182
15303,17333,17.333,ESTIMATOR_VAR,474.973,-4.59,0.182
15312,17343,17.343,ESTIMATOR_VAR,474.955,-4.579,0.178
15321,17354,17.354,ESTIMATOR_VAR,474.938,-4.568,0.175
15330,17363,17.363,ESTIMATOR_VAR,474.921,-4.558,0.169
15340,17373,17.373,ESTIMATOR_VAR,474.901,-4.548,0.175
15349,17383,17.383,ESTIMATOR_VAR,474.884,-4.537,0.178
15358,17394,17.394,ESTIMATOR_VAR,474.861,-4.529,0.185
15367,17404,17.404,ESTIMATOR_VAR,474.841,-4.519,0.188
15377,17413,17.413,ESTIMATOR_VAR,474.826,-4.508,0.185
15386,17423,17.423,ESTIMATOR_VAR,474.809,-4.497,0.188
15395,17434,17.434,ESTIMATOR_VAR,474.796,-4.485,0.175
15404,17443,17.443,ESTIMATOR_VAR,474.781,-4.474,0.169
15414,17453,17.453,ESTIMATOR_VAR,474.766,-4.463,0.175
15423,17463,17.463,ESTIMATOR_VAR,474.745,-4.454,0.169
15432,17474,17.474,ESTIMATOR_VAR,474.734,-4.442,0.169
15441,17483,17.483,ESTIMATOR_VAR,474.716,-4.432,0.175
15451,17493,17.493,ESTIMATOR_VAR,474.698,-4.422,0.178
15463,17505,17.505,ESTIMATOR_VAR,474.68,-4.411,0.175
15472,17514,17.514,ESTIMATOR_VAR,474.663,-4.401,0.175
15481,17524,17.524,ESTIMATOR_VAR,474.649,-4.39,0.185
15491,17533,17.533,ESTIMATOR_VAR,474.636,-4.379,0.178
15500,17543,17.543,ESTIMATOR_VAR,474.623,-4.367,0.182
15509,17553,17.553,ESTIMATOR_VAR,474.606,-4.357,0.182
15518,17563,17.563,ESTIMATOR_VAR,474.593,-4.346,0.182
15528,17573,17.573,ESTIMATOR_VAR,474.577,-4.335,0.182
15537,17583,17.583,ESTIMATOR_VAR,474.561,-4.325,0.185
15546,17593,17.593,ESTIMATOR_VAR,474.546,-4.314,0.175
15555,17604,17.604,ESTIMATOR_VAR,474.529,-4.304,0.185
15565,17613,17.613,ESTIMATOR_VAR,474.518,-4.292,0.188
15574,17623,17.623,ESTIMATOR_VAR,474.502,-4.282,0.182
15583,17633,17.633,ESTIMATOR_VAR,474.491,-4.27,0.178
15592,17643,17.643,ESTIMATOR_VAR,474.476,-4.26,0.178
15602,17653,17.653,ESTIMATOR_VAR,474.461,-4.249,0.182
15611,17663,17.663,ESTIMATOR_VAR,474.451,-4.238,0.178
15620,17673,17.673,ESTIMATOR_VAR,474.436,-4.227,0.188
15629,17683,17.683,ESTIMATOR_VAR,474.422,-4.216,0.182
15639,17693,17.693,ESTIMATOR_VAR,474.411,-4.205,0.178
15648,17704,17.704,ESTIMATOR_VAR,474.401,-4.193,0.175
15657,17714,17.714,ESTIMATOR_VAR,474.391,-4.181,0.188
15666,17723,17.723,ESTIMATOR_VAR,474.378,-4.17,0.188
15676,17733,17.733,ESTIMATOR_VAR,474.362,-4.16,0.188
15685,17743,17.743,ESTIMATOR_VAR,474.349,-4.149,0.194
15694,17753,17.753,ESTIMATOR_VAR,474.34,-4.137,0.188
15703,17763,17.763,ESTIMATOR_VAR,474.332,-4.125,0.188
15713,17773,17.773,ESTIMATOR_VAR,474.323,-4.113,0.191
15722,17783,17.783,ESTIMATOR_VAR,474.314,-4.101,0.191
15731,17793,17.793,ESTIMATOR_VAR,474.305,-4.089,0.185
15740,17804,17.804,ESTIMATOR_VAR,474.292,-4.079,0.182
15750,17813,17.813,ESTIMATOR_VAR,474.277,-4.069,0.194
15759,17823,17.823,ESTIMATOR_VAR,474.273,-4.055,0.185
15768,17833,17.833,ESTIMATOR_VAR,474.265,-4.043,0.185
15777,17843,17.843,ESTIMATOR_VAR,474.253,-4.032,0.188
15787,17853,17.853,ESTIMATOR_VAR,474.25,-4.019,0.188
15796,17863,17.863,ESTIMATOR_VAR,474.24,-4.008,0.185
15805,17873,17.873,ESTIMATOR_VAR,474.229,-3.996,0.188
15814,17883,17.883,ESTIMATOR_VAR,474.215,-3.986,0.201
15824,17893,17.893,ESTIMATOR_VAR,474.198,-3.977,0.188
15833,17904,17.904,ESTIMATOR_VAR,474.191,-3.965,0.191
15842,17914,17.914,ESTIMATOR_VAR,474.185,-3.953,0.194
15851,17923,17.923,ESTIMATOR_VAR,474.178,-3.941,0.185
15861,17933,17.933,ESTIMATOR_VAR,474.171,-3.929,0.182
15870,17943,17.943,ESTIMATOR_VAR,474.165,-3.917,0.185
15879,17953,17.953,ESTIMATOR_VAR,474.158,-3.904,0.178
15888,17963,17.963,ESTIMATOR_VAR,474.149,-3.893,0.191
15898,17973,17.973,ESTIMATOR_VAR,474.139,-3.882,0.191
15907,17983,17.983,ESTIMATOR_VAR,474.133,-3.87,0.182
15916,17993,17.993,ESTIMATOR_VAR,474.127,-3.858,0.182
15930,18007,18.007,ESTIMATOR_VAR,474.122,-3.846,0.185
15936,18012,18.012,ESTIMATOR_VAR,474.116,-3.834,0.169
15942,18021,18.021,ESTIMATOR_VAR,474.078,-3.832,0.169
15956,18033,18.033,ESTIMATOR_VAR,474.069,-3.821,0.182
15965,18043,18.043,ESTIMATOR_VAR,474.059,-3.81,0.185
15975,18053,18.053,ESTIMATOR_VAR,474.054,-3.798,0.178
15984,18063,18.063,ESTIMATOR_VAR,474.049,-3.786,0.188
15993,18073,18.073,ESTIMATOR_VAR,474.045,-3.774,0.178
16002,18083,18.083,ESTIMATOR_VAR,474.034,-3.764,0.182
16012,18093,18.093,ESTIMATOR_VAR,474.026,-3.752,0.182
16021,18104,18.104,ESTIMATOR_VAR,474.014,-3.743,0.178
16030,18114,18.114,ESTIMATOR_VAR,474.009,-3.731,0.182
16039,18124,18.124,ESTIMATOR_VAR,474.001,-3.72,0.191
16049,18134,18.134,ESTIMATOR_VAR,473.997,-3.707,0.191
16058,18143,18.143,ESTIMATOR_VAR,473.979,-3.698,0.292
16067,18154,18.154,ESTIMATOR_VAR,473.966,-3.688,0.296
16076,18163,18.163,ESTIMATOR_VAR,473.953,-3.678,0.282
16086,18173,18.173,ESTIMATOR_VAR,473.944,-3.666,0.282
16095,18183,18.183,ESTIMATOR_VAR,473.931,-3.656,0.273
16104,18194,18.194,ESTIMATOR_VAR,473.911,-3.65,0.124
16113,18204,18.204,ESTIMATOR_VAR,473.888,-3.644,0.129
16123,18214,18.214,ESTIMATOR_VAR,473.886,-3.631,0.185
16132,18223,18.223,ESTIMATOR_VAR,473.887,-3.618,0.191
16141,18234,18.234,ESTIMATOR_VAR,473.882,-3.606,0.197
16150,18243,18.243,ESTIMATOR_VAR,473.884,-3.592,0.185
16160,18253,18.253,ESTIMATOR_VAR,473.883,-3.579,0.178
16169,18263,18.263,ESTIMATOR_VAR,473.885,-3.566,0.188
16178,18274,18.274,ESTIMATOR_VAR,473.888,-3.552,0.178
16187,18283,18.283,ESTIMATOR_VAR,473.89,-3.538,0.175
16197,18293,18.293,ESTIMATOR_VAR,473.884,-3.527,0.175
16206,18304,18.304,ESTIMATOR_VAR,473.884,-3.515,0.178
16215,18314,18.314,ESTIMATOR_VAR,473.882,-3.502,0.175
16224,18324,18.324,ESTIMATOR_VAR,473.881,-3.49,0.185
